 Bioosi	ADV
,	PUNCT
 Wele	NN
 Wenywe	PRON
 Aamuelesia	V
 Owa	CONJ
 Bioosi	ADV
 ne 	CONJ
asangaalila	V
 khumukho	NN
 mulakhola	V
 murio 	DET
nga 	CONJ
basiku	NN
 benywe 	PRON
la	
 enywe	PRON
 muindiaale 	V
ne	CONJ
 khumukhola	V
 ne	CONJ
 balamwibuulila	V
 ne	CONJ
 busulunyu	NN
 nibwo	PRON
 enywe	PRON
 mutasikhe	V
,	PUNCT
 Akhasangaalile	V
 Ario	ADV
 Mulabamo	V
.	PUNCT
54	NUM
 Akhaba 	CONJ
Omundu	NN
 We	CONJ
 Lukoo	NN
- 	PUNCT
Khumureerera	V
 Enywe	PRON
 Butinyu	ADJ
 Ne	CONJ
 Khu	ADP
 Si	ADP
 Lukali	ADJ
 Lundi	CONJ
 Owasaalwa	V
 khu 	ADP
luuya	NN
 lwe	CONJ
 mubunia	V
.	PUNCT
 Mukharusibwe	V
 mu 	ADP
sibala	NN
 nista	
 bubwami 	NN
yesi 	ADV
alemana	V
 wandaaye	NN
 ne	CONJ
 muli	V
 siimbi	ADJ
 khwingisia	V
.	PUNCT
 Omukhasi	NN
 Wewe	PRON
 Omwene	ADV
 Niye	PRON
 asiima 	V
ne	CONJ
64	NUM
""""	PUNCT
Wele	NN
 Omunyali 	ADJ
Owa	CONJ
 Bioosi	ADV
 Alamu	V
 Babaana	NN
 bewe 	PRON
siakhulia	NN
.	PUNCT
55	NUM
 Se	ADP
 Akhaele	V
-	PUNCT
 Salanisia	V
 Enywe	PRON
 Mu	ADP
 Kholo	NN
 Choosi	ADV
 Che	CONJ
 Siekho	NN
 Yesi	NN
 Yesi	NN
 Khu	ADP
 Nibo	PRON
, 	PUNCT
Enyama	NN
 Yosi	ADV
 Mu	ADP
 Sibala	NN
 Buli	V
 Abuundu	NN
 Mala	CONJ
 Ebweeneyo	ADV
 Yosi	ADV
 eye 	CONJ
babaana	NN
 bewe	PRON
 nibo	PRON
 alikho	V
 alia	V
 mulakholela	V
 bawele	NN
 ba	CONJ
 babeechwi	ADJ
 tawe	ADV
,	PUNCT
 Sikila	CONJ
 Se	ADP
 ali 	ADV
ne	CONJ
 sisiindu	NN
 sisikaale	V
 khukhwama	ADP
 khu	ADP
 mirongooro	NN
 ne 	CONJ
khu	ADJ
 tawe	ADV
,	PUNCT
 mukhwibuulila 	NN
ne	CONJ
 mu	ADP
 siibi 	ADJ
nisio	PRON
 mabaale	V
,	PUNCT
 Wele	NN
 Nibo	PRON
 Enywe	PRON
 Namwe	CONJ
 Basiku	NN
 benywe 	PRON
balamupisia	V
 enywe	PRON
 mu	ADP
 bakuukawenywe	V
 abeele 	ADV
bakhasaayanga 	V
ngoba	
 chenywe	PRON
.	PUNCT
56	NUM
 Omukhasi	NN
 Omukoo	ADJ
-	PUNCT
 Tawe	ADV
.	PUNCT
65	NUM
Se	ADP
 Mulinyoola	V
 kumuleembe 	NN
si	
 lukali	ADJ
 lundi	CONJ
 owasaalwa 	V
khu	ADP
 luuya 	NN
abuundu	NN
 osi	ADV
 osi 	ADV
mu	ADP
 kholo	NN
 chino	DET
 tawe	ADV
.	PUNCT
 Na	
 Lwe	CONJ
 babaami 	NN
mwinywe	PRON
 okhaswalanga 	V
kakhali	ADJ
 Wele	NN
 Omunyali	ADJ
 Owa	CONJ
 Bioosi	ADV
 Akha	V
 Siikhandakilo	V
 Siewe	PRON
 asi 	ADV
tawe	ADV
 sikila	CONJ
 ali 	V
re	
 mwinywe	PRON
 lilienbeelela	NN
,	PUNCT
 chisoni 	NN
ne	CONJ
 omukoosi 	NN
lukali 	ADJ
yesi 	ADV
akhabe	V
 ne	CONJ
 chinge	NN
 khufwa	V
 kumwoyo	NN
.	PUNCT
66	NUM
 Buli	V
 lwosi 	ADV
bulamu	NN
 nga	CONJ
 omusaakhulu 	NN
wewe	PRON
.	PUNCT
57	NUM
Nga	CONJ
 basiku 	NN
bwenywe	PRON
 bukhabe	V
 mu	ADP
 butinyu	ADJ
.	PUNCT
 Kumuus	NN
 Ne	CONJ
 Bakhebuulile	V
 Lukoba	NN
 Iwewe	PRON
 Akhabe	V
 Ne	CONJ
 Silo	NN
 Mukhabe	V
 Ne	CONJ
 Buuri	NN
 bukali 	ADJ
luka 	ADP
ne	
 njala	NN
 lukali 	ADJ
mala	CONJ
 eenye 	PRON
siakhulia	NN
 ne 	CONJ
li	
,	PUNCT
 Lundi	CONJ
 Buli	V
 Lwosi	ADV
 Mulamenya	V
 Mu	ADP
 Buurt	
 Enyuma	ADJ
 Akhalie	V
 Mu	ADP
 bwikisi 	NN
omwana	NN
 bwe 	CONJ
lifwa	NN
.	PUNCT
67	NUM
Buli	V
 siindu 	NN
nisio	PRON
 mubona	V
 niye	V
 asaalile	V
 ne 	CONJ
,	PUNCT
 Omuseecha	NN
 Wewe	PRON
 kimiooyo 	NN
kienywe	PRON
 kikhaape	V
 lukali	ADV
. 	PUNCT
Bull	V
 Niye	V
 Asiima	V
 Namwe	CONJ
 Babaana	NN
 Bewe	PRON
 Se	ADP
 Mutikhinyi	NN
 Mukhekoombenge	V
 Muli	CONJ
 and/	
 bakhamanyekho	
 tawe	ADP
.	PUNCT
Ind	
 STEENTE	
 Ebeele	PRON
 Ekolooba	NN
, 	PUNCT
Buli	V
 Ekolooba	NN
 Mwikoo	ADP
Indi 	CONJ
Kubeele	V
 Kumutikhinyi	NN
.	PUNCT
 Kaali	ADP
 Mu	ADP
 Ndakaano	NN
 Yino	DET
 Nio	PRON
 Muindiaa	V
 Wule	
 Omunyali	ADJ
 Owa	CONJ
 Bioosi	ADV
 Alamu	V
- le.	PUNCT
enywe	PRON
 mu	ADP
 meeli e	
 Misiri	NN
10	NUM
“	PUNCT
Endaalo	NN
 Yino	DET
 Enywe	PRON
 mweesi 	PRON
mwe	ADP
 ne	CONJ
 an	
!	INTER
oma 	V
ali	CONJ
 se	ADP
 mulikobolayo 	V
mile	
 ebweeni	ADJ
 wa 	CONJ
Wele	NN
 Omunyali	ADJ
 Owa	CONJ
 Loweeneyo	NN
 Mukhakhake	V
 Khu	ADP
	
- Bioosi	ADV
,	PUNCT
 Wele 	NN
Wenywe	PRON
.	PUNCT
 Babemeelesi 	NN
In	
 Khu	ADP
 Basiku	NN
 nga 	CONJ
banasioobi	NN
,	PUNCT
 Benywe	PRON
 Ne	CONJ
 basaakhulu 	NN
	
ne	CONJ
 banamae	NN
 se	ADP
 akhabeeo 	V
okheenye	V
 khu	ADP
-	PUNCT
 Bakhulu	ADJ
 babaandu 	NN
be	CONJ
 siseecha	NN
 boosi	ADV
.	PUNCT
 We	ADP
 Tawe	ADV
.	PUNCT
""" "	PUNCT
FIBUS	
11	NUM
Aakhaba	V
 Bakhasi	NN
,	PUNCT
 Nende	CONJ
 Babaana	NN
 ne 	CONJ
