WORD	POS
Owa	ADP
nah	
Bioosi	DET
,	PUNCT
Wele	NN
wenywe	PRON
alala	ADV
ne	CONJ
babaa	V
Bioosi	DET
,	PUNCT
Wele	NN
wenywe	PRON
mu	ADP
ngila	NN
niyo	DET
bana	NN
cenywe	
basoleeli	NN
nende	CONJ
bakhaana	NN
babaandu	NN
bano	DET
basaayilangamo	V
bawele	NN
siikh	
asioobi	
benywe	PRON
be	ADP
siseecha	NN
be	ADP
nende	CONJ
lasi	
,	PUNCT
ne	CONJ
Balawi	
bamenyile	V
mu	ADP
ngoba	NN
chen	
babwe	PRON
tawe	ADV
5	NUM
Ne	CONJ
kakhali	CONJ
eenja	V
abuundu	NN
niio	DET
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
,	PUNCT
Wele	NN
kabu	
lywe	
,	PUNCT
sikila	CONJ
Balawi	NN
se	
bali	V
ne	CONJ
kumu	
wenywe	PRON
alamuroborera	V
khukhwama	CONJ
mu	ADP
a	
namwe	CONJ
sitonyi	NN
nga	CONJ
enywe	PRON
tawe	ADV
.	PUNCT
kholo	NN
chenywe	PRON
choosi	DET
khulwe	CONJ
khusaaya	V
bien	
Barekerefu	V
nio	DET
mukhaanila	V
biianwa	NN
ne	CONJ
khumufumia	V
.	PUNCT
Mulacha	V
abwenao	DET
nije	
We	
bie	ADP
khukhwosia	V
buli	DET
abuundu	NN
mubona	V
tawe	ADV
.	PUNCT
14	NUM
Ne	CONJ
kakhali	CONJ
khe	
mu	ADP
6	NUM
mala	CONJ
muyileo	V
biianwa	NN
bienywe	PRON
bie	AP
biaan	
khukhwosia	V
ne	CONJ
chimbosio	
chenywe	PRON
.	PUNCT
Owar	
llle	
abuundu	NN
niio	DET
Omunyali	ADP
biaanwa	NN
sitonyi	NN
-	
bioosi	DET
alarobora	V
mu	ADP
sibala	NN
sie	ADP
la	
khwikhumi	
ne	CONJ
biianwa	NN
bienywe	PRON
bie	ADP
eny	
akhu	
kholo	NN
chenywe	PRON
.	PUNCT
Abwenao	DET
niio	DET
We	ADP
Mukhaanile	V
Biianwa	NN
bienywe	PRON
bie	ADP
hukhwosibwa	V
ne	CONJ
khukhola	V
bibiindu	NN
ndu	
yesi	PRON
yesi	PRON
ooli	PRON
omukwalaafu	ADJ
namwe	CONJ
bioosi	DET
nibio	PRON
ese	PRON
mulaka	V
.	PUNCT
omunyaalu	ADJ
anyala	V
alia	V
enyama	NN
eyo	DET
,	PUNCT
Kakhaba	V
Kario	DET
,	PUNCT
muli	V
balekhuule	V
bulayi	ADJ
bwene	PRON
nga	CONJ
ne	CONJ
alia	V
enyama	NN
eya	ADP
Khukhoonya	V
bibiaayo	NN
ne	CONJ
khuliila	V
abuu	
kicheu	
namwe	CONJ
eye	ADP
ekhisi	NN
.	PUNCT
23	NUM
Ne	CONJ
kakhali	CONJ
ndu	
osi	PRON
osi	PRON
niio	DET
mumenyile	V
.	PUNCT
Munyala	V
ba	
nang'ali	
muli	V
se	
mulia	V
enyama	NN
kama	
mwalia	V
bikali	ADJ
nga	CONJ
,	PUNCT
Wele	NN
Omunyali	ADJ
Owa	ADP
lasile	
ne	CONJ
kasiilimo	V
tawe	ADV
,	PUNCT
sikila	CONJ
bulamu	NN
Hloosi	
,	PUNCT
Wele	NN
Wenywe	PRON
ne	CONJ
amuelesianga	V
,	PUNCT
Buli	DET
mu	
malasile	V
,	PUNCT
ne	CONJ
se	
munyala	V
mwakhaba	V
ooli	
omukwalaafu	ADJ
namwe	CONJ
lia	ADP
bulamu	NN
ne	CONJ
enyama	NN
tawe	ADV
.	PUNCT
24	NUM
Mukhalia	V
 Bunyaalu	ADJ
Khuloondekhana	CONJ
ne	CONJ
kumwii	
-	
kamalasile	NN
tawe	ADV
,	PUNCT
ne	CONJ
kakhali	CONJ
mukachu	
ma	
anyala	V
abilia	V
busa	ADV
nga	CONJ
oolia	V
enyama	NN
khe	
khu	
liloba	NN
nga	CONJ
kameechi	NN
.	PUNCT
25	NUM
Mwaba	V
Bya	CONJ
kicheu	
namwe	CONJ
eye	
ekhisi	NN
.	PUNCT
16	NUM
Ne	CONJ
ne	CONJ
muria	V
lilaka	NN
lino	DET
,	PUNCT
Wele	NN
Omunyali	ADJ
kakhali	CONJ
mukhalia	V
kamalasile	NN
kayo	PRON
tawe	ADV
,	PRON
Owa	ADP
Bioosi	DET
alasiimisibwa	V
mala	CONJ
enywe	PRON
mukachukhe	V
liloba	NN
nga	CONJ
kameechi	NN
.	PUNCT
ne	CONJ
lisaaye	NN
lienywe	PRON
mulaba	V
bulayi	ADJ
.	PUNCT
26	NUM
Yila	V
Mukhaliila	V
sitonyi	NN
silala	NN
khwikhumi	NN
bibiindu	NN
bienywe	PRON
bitakatifu	ADJ
,	PUNCT
ne	CONJ
biianwa	NN
seny	
we	
abuundu	NN
niio	DET
mwamenya	V
tawe	ADV
,	PUNCT
bienywe	PRON
nibio	DET
mwasuubisia	V
khuaana	V
khu	ADP
akhaba	V
ne	CONJ
sili	V
sitonyi	NN
silala	NN
khwikhu	
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
abuundu	NN
niio	DET
mi	
sie	ADP
biakhulia	NN
bienywe	PRON
,	PUNCT
endali	
yenywe	PRON
,	PUNCT
Alarobora	V
.	PUNCT
27	NUM
Aanila	V
abuundu	NN
ao	
biianwa	NN
Namwe	CONJ
kamafura	NN
namwe	CONJ
chikhaabi	NN
bie	
khukhwosia	V
,	PUNCT
enyama	NN
ne	CONJ
kamalasile	NN
.	PUNCT
fu	
chenywe	PRON
chimbele	NN
ne	PRON
kamakheese	NN
Biianwa	NN
khu	ADP
alutare	
eya	ADP
Wele	
Omunyali	ADP
Kamabele	NN
,	PUNCT
biianwa	NN
nibio	DET
mwasuubisia	V
Owa	ADP
Bioosi	DET
,	PUNCT
Wele	NN
Wenywe	PRON
.	PUNCT
Chukha	V
khuaana	V
khu	ADP
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioo	
kamalasile	NN
khu	ADP
alutare	
.	PUNCT
Ne	CONJ
Kakhali	CONJ
blianwa	NN
bie	ADP
mu	ADP
lienya	V
lienywe	PRON
namwe	CONJ
munyala	V
mwalia	V
enyama	NN
.	PUNCT
28	NUM
Ba	
bIrekere	NN
bianwa	NN
bienywe	PRON
bibiindi	PRON
bioosi	DET
bioo	
fu	
mu	ADP
khuulila	V
kamakhuwa	NN
niko	DET
ndikho	V
tawe	ADV
.	PUNCT
18	NUM
Enywe	PRON
ne	CONJ
babaana	NN
benywe	PRON
mulaka	V
kano	DET
koosi	DET
.	PUNCT
Khola	V
murio	DET
nio	DET
alala	ADV
ne	CONJ
banasioobi	NN
benywe	PRON
ne	CONJ
Balawi	NN
enywe	PRON
ne	CONJ
lisaaye	NN
lienywe	PRON
mube	V
bulayi	ADJ
bamenyile	V
mungoba	NN
chenywe	PRON
,	PUNCT
mulalila	V
khulwa	CONJ
mindali	NN
,	PUNCT
sikila	CONJ
mulaba	V
mulikho	V
bianwa	NN
bino	DET
ebweeni	
wa	
Wele	NN
Omunyali	ADJ
mukhola	V
kamalayi	ADJ
lundi	ADV
kamaluungi	ADJ
Owa	ADP
Bioosi	DET
,	PUNCT
Wele	
Wenywe	PRON
.	PUNCT
Wele	NN
Omunyali	ADJ
ebweeni	
wa	
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
,	PUNCT
Owa	ADP
Bioosi	DET
omwene	PRON
alarobora	V
abuundu	NN
Wele	NN
Wenywe	PRON
.	PUNCT
alala	ADV
ekhusaayilao	V
.	PUNCT
Mukhoya	V
mwikhoye	V
abweeni	
wa	ADP
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
,	PUNCT
West	X
Engaani	
khuloondekhana	CONJ
Wele	NN
wenywe	PRON
mu	ADP
koosi	DET
niko	DET
mukhola	V
.	PUNCT
ne	CONJ
khusaaya	V
bifwaani	NN
Ba	ADP
Barekerefu	NN
,	PUNCT
mukhalekelesia	V
Bala	
29	NUM
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
