WORD	SPEECH TAG
Bioosi	adj
aulukhumila	v
khu	ADP
sikulu	nn
sia	ADP
Sayuni	nn
,	punct
akhokha	v
khukhwama	ADP
Yerusalemu	nn
.	punct
Khwako	det
kamaayilwe	nn
khu	ADP
sikulu	nn
sia	ADP
Karimeli	nn
koomile	adj
ne	conj
bunyaasi	nn
bwaniaalile	conj
.	punct
""""	punct
Likhalaka	nn
lia	ADP
Wele	nn
khu	ADP
kholo	nn
chiili	adj
siimbi	adv
ne	conj
Isiraeli	nn
Wele	nn
Omunyali	adj
Owa	ADP
bioosi	pron
aloma	v
ali	det
,	punct
""""	punct
Babaandu	nn
ba	ADP
Damasika	nn
babeelelela	v
khukhola	v
bubwoni	nn
,	punct
ne	conj
sikila	conj
kano	det
ng'ali	adj
ndabaukuuma	v
.	punct
Bakuluumia	v
Babaandu	nn
be	ADP
mu	ADP
Kileati	nn
ne	conj
burafu	adj
bukali	adj
.	punct
Khwako	ADP
ndaruma	v
kumulilo	nn
khu	ADP
lichipi	nn
liliombakhwa	v
no	ADP
mwami	nn
Hasaeli	nn
,	punct
ne	conj
ndoosia	v
kamasiisi	nn
ke	ADP
chingoba	nn
cho	ADP
mwami	nn
Banatati	nn
.	punct
Ndatechula	v
bilibwa	nn
bie	ADP
lukoba	nn
lwa	ADP
Damasika	nn
ne	con
khurusiamo	v
bamenywa	nn
be	ADP
litooma	nn
lia	ADP
Afeni	nn
no	ADP
muruki	nn
owa	ADP
Beteseni	nn
.	punct
Babaandu	nn
ba	ADP
Siria	nn
balabukulwa	v
nga	conj
baboe	nn
khuyilwa	v
mu	ADP
sibala	nn
sia	ADP
Kiri	nn
.	punct
""""	punct
Filisiti	nn
Wele	nn
Omunyali	adj
Owa	ADP
bioosi	adj
aloma	v
,	punct
""""	punct
Babaandu	nn
ba	ADP
Kasa	nn
babeleleele	v
khukhola	v
bubwoni	nn
,	punct
sikila	conj
kano	det
ndabaukuuma	v
.	punct
Baayila	v
ekholo	nn
yase	pron
yoosi	pron
khukikusia	v
khu	ADP
baandu	nn
ba	conj
Edomu	nn
nga	conj
nasioobi	nn
.	punct
Nio	conj
ndoosia	v
lukoba	nn
lwa	conj
Kasa	nn
ne	conj
kamasiisi	nn
kalwo	pron
.	punct
Ndarusiamo	v
baruki	nn
be	conj
chingoba	nn
cha	conj
Ashitoti	nn
ne	conj
Ashikeloni	nn
.	punct
Ndaukuuma	v
lukoba	nn
lwa	conj
Ekironi	nn
,	punct
ne	conj
Bafilisiti	nn
babarama	v
boosi	adj
balafwa	v
.	punct
""""	punct
Tiro	nn
Wele	nn
Omunyali	adj
Owa	conj
bioosi	adj
aloma	v
ali	conj
,	punct
""""	punct
Babaandu	nn
ba	conj
Tiro	nn
babelelela	v
khukhola	v
bubwoni	nn
,	conj
sikila	conj
kano	det
ng'ali	adv
ndabaukuuma	v
.	punct
Baayila	v
ekholo	nn
yase	pron
yoosi	adj
mu	ADP
mbaambe	v
mu	ADP
sibala	nn
sia	conj
Edomu	nn
,	punct
ne	conj
se	conj
baloonda	v
endakaano	nn
eye	conj
busale	nn
niyo	det
bakhola	v
tawe	adv
.	punct
Khwako	conj
ndoosia	v
lukoba	nn
lwa	conj
Tiro	nn
ne	conj
kamasiisi	nn
kalwo	pron
.	punct
""""	punct
Edomu	nn
Wele	nn
Omunyali	adj
Owa	conj
bioosi	adj
aloma	v
ali	conj
,	conj
""""	conj
Babaandu	nn
ba	conj
Edomu	nn
babelelela	v
khukhola	v
bubwoni	nn
,	punct
sikila	conj
kano	det
ng'ali	adv
ndabaukuuma	v
.	punct
Bayimanga	v
balebe	nn
babwe	pron
ba	conj
Isiraeli	nn
ne	conj
mbalu	nn
,	punct
ne	conj
se	conj
babakholelakho	v
siisa	nn
tawe	adv
.	punct
Lirima	nn
liabwe	pron
se	conj
liaba	v
ne	conj
sisiakamo	adj
tawe	conj
,	punct
liabao	v
buli	det
lwoosi	adj
.	punct
Khwako	det
ndoosia	v
lukoba	nn
lwa	conj
Temani	nn
ne	conj
kamasiisi	nn
ka	conj
Bosira	nn
.	punct
""""	punct
Amoni	nn
Wele	nn
Omunyali	adj
Owa	conj
bioosi	adj
aloma	v
ali	conj
,	punct
""""	punct
Babaandu	nn
ba	conj
Amoni	nn
babelelela	v
khukhola	v
bubwoni	nn
,	punct
sikila	conj
kano	det
ng'ali	adv
ndabaukuuma	v
.	punct
Ne	conj
bali	det
mwiie	nn
mu	ADP
Kileati	nn
mu	ADP
khwenya	v
khukaliya	adj
sibala	nn
,	punct
batienulangamo	v
bakhasi	nn
be	conj
bisombo	nn
.	punct
Khwako	det
ndoosia	v
kamasiisi	nn
ke	conj
lukoba	nn
lwa	conj
Raba	nn
ne	conj
kamasiisi	nn
kalwo	pron
.	punct
Lukukuulo	nn
lulabao	adv
endaalo	nn
eye	conj
liie	nn
,	punct
ne	conj
khu	ADP
khuupana	v
khulifundeela	v
nga	conj
ambembeesi	nn
.	punct
Ne	conj
omwami	nn
ne	conj
baamuloondela	nn
balicha	v
mu	ADP
mbaambe	v
.	punct
""""	punct
Moabu	nn
Wele	nn
Omunyali	adj
Owa	conj
bioosi	adj
aloma	v
ali	conj
,	punct
""""	punct
Babaandu	nn
ba	conj
Moabu	nn
babelelela	v
khukhola	v
bubwoni	nn
,	punct
sikila	conj
kano	det
ng'ali	adv
ndabaukuuma	v
.	punct
Se	pron
baaria	v
bikuumba	nn
bioosi	adj
mwami	nn
owa	conj
Edomu	nn
tawe	adv
,	punct
ne	conj
sikila	conj
babiosia	v
biakwa	v
likokhe	nn
.	punct
ndoosia	v
sibala	nn
sia	conj
Moabu	nn
ne	conj
kamasiisi	nn
ka	ADP
Kerioti	nn
.	punct
Babaandu	nn
ba	conj
Moabu	nn
balafwila	v
mu	ADP
luyoka	nn
lwe	conj
liie	nn
nga	conj
banamae	nn
ne	conj
bakukuula	v
ne	conj
khu	ADP
khuupana	v
chikhoombi	nn
.	punct
Ndeera	v
omuruki	nn
owa	conj
Moabu	nn
ne	conj
babemeleesi	nn
be	conj
sibala	nn
boosi	adj
.	punct
""""	punct
Yuda	nn
Wele	nn
Omunyali	adj
Owa	adv
bioosi	adj
aloma	v
ali	conj
,	punct
""""	punct
Babaandu	nn
ba	conj
Yuda	nn
babelelela	v
khukhola	v
bubwoni	nn
,	conj
sikila	conj
kano	det
ng'ali	adv
ndabaukuuma	v
.	punct
Balekelesia	v
liliekesia	adv
liase	pron
lundi	conj
se	pron
baliinda	v
kamalaka	nn
kase	pron
tawe	adv
.	punct
Batiimisibwa	v
ne	conj
bawele	nn
babeeyi	ñn
chana	det
abo	det
nibo	conj
bakuuka	nn
babwe	pron
baasayanga	v
.	punct
Khwako	conj
ndoosia	v
Yuda	nn
ne	conj
kamasiisi	nn
ka	conj
Yerusalemu	nn
.	punct
""""	punct
Likhalaka	nn
lia	conj
Wele	nn
khu	ADP
Isiraeli	nn
Wele	nn
Omunyali	adj
Owa	conj
bioosi	adv
aloma	v
ali	conj
,	punct
""""	punct
Babaandu	nn
ba	conj
Isiraeli	nn
babeelelela	v
khukhola	v
bubwoni	nn
,	punct
sikila	conj
kano	det
ng'ali	nn
ndabaukuuma	v
.	punct
Bakusia	v
baluungi	nn
mu	ADP
mbaambe	v
bakhanyala	v
khuruunga	v
kamakobi	nn
kabwe	pron
tawe	adv
.	punct
Baapia	v
siibi	nn
batakhele	nn
nende	conj
bakhenyala	nn
tawe	adv
,	punct
ne	conj
khura	v
bataambi	nn
mu	ADP
butinyu	nn
.	punct
Omwana	nn
ne	conj
raraawe	nn
boombi	adv
bakhola	v
sifwaabi	nn
no	conj
mukhasi	nn
nasioobi	nn
,	punct
Khwako	det
banyaalutia	v
lisina	nn
liase	pron
litakatifu	nn
.	punct
Buli	adv
abuundu	nn
Wele	nn
khusaba	v
,	punct
Babaandu	nn
bakona	v
khu	ADP
ngubo	nn
nicho	conj
banuula	v
bataambi	nn
nga	conj
buambilisi	nn
.	punct
Mu	ADP
lukaangu	nn
lwa	conj
Wele	nn
wabwe	pron
,	punct
banywa	v
endali	nn
niyo	conj
banuula	v
abo	det
baali	conj
ne	conj
kamakobi	nn
kabwe	pron
Kerioti	nn
chirupia	nn
.	punct
Ne	conj
baandu	nn
base	pron
,	punct
enywe	det
mumwakila	v
nio	conj
nabunisila	v
elala	adv
Bamoriti	nn
,	punct
Babaandu	nn
ba	conj
baaba	pron
baleeyi	adj
nga	conj
kimitarakwa	nn
lundi	conj
be	conj
kamaani	nn
nga	conj
kimikhoonge	nn
.	punct
Namurusia	v
enywe	det
mu	ADP
Misiri	nn
,	punct
namubisilia	v
mu	ADP
sichiimi	nn
khulwe	adj
kimiiko	nn
kamakhumi	num
kane	num
,	punct
mala	conj
namuelesia	v
sibala	nn
sie	pron
Bamoriti	nn
khuba	pron
sisienywe	pron
.	punct
Ese	pron
Wele	nn
Omunyali	adj
Owa	conj
bioosi	adv
ndoma	v
ndi	det
""""	punct
Narobora	v
balala	
khu	ADP
basoleeli	nn
benywe	pron
khuba	
bang'oosi	nn
,	punct
ne	conj
babandi	
khuba	
banadhiri	nn
bo	conj
mwami	nn
.	punct
Baisiraeli	nn
kano	det
se	
kali	
kang'ali	
tawe	
ku	
?	punct
Ne	conj
mwanywesia	v
baberusia	nn
khu	ADP
mwami	nn
endali	nn
,	punct
ne	conj
khuyingililila	v
bang'oosi	nn
balekhe	v
khuboola	v
burume	nn
bwase	pron
.	punct
Ne	conj
luno	adv
ndamuswalakilila	v
asi	adj
,	punct
ne	conj
mulalenya	v
nga	conj
ekorokocho	nn
eyichuule	adj
biakhulia	nn
.	punct
Akhaba	
babaalaba	nn
chimbilo	nn
se	v
baleonia	v
tawe	
,	punct
nende	conj
be	conj
kamaani	nn
se	v
balaba	v
nako	pron
tawe	
,	punct
ne	conj
banamae	nn
se	
balanyala	v
khukhweonia	v
tawe	
.	punct
Babaandu	nn
be	conj
buyiingo	adj
se	
baleema	v
khu	ADP
khupana	v
tawe	
,	punct
babaalaba	adj
se	
balanyala	v
khukhwilukha	v
tawe	
,	punct
nende	conj
be	
khu	adj
farasi	nn
boosi	adv
se	
balaona	v
tawe	
.	punct
Khu	ADP
ndaalo	nn
ng'ene	
eyo	
akhaba	
banamae	nn
banyindaafu	adj
bibioki	adj
biabwe	pron
mala	conj
belukhe	v
.	punct
""""	punct
Wele	nn
Omunyali	nn
Owa	adj
bioosi	
alomile	v
.	punct
Baandu	nn
ba	conj
Isiraeli	nn
,	punct
rekeeresia	v
burume	nn
buno	det
nibwo	pron
Wele	nn
Omunyali	nn
Owa	ADP
bioosi	
alomile	v
khwinywe	pron
,	punct
ekholo	nn
yoosi	adj
niyo	pron
aarusia	v
e	
Misiri	nn
.	punct
""""	punct
Khu	ADP
kholo	nn
choosi	adj
che	conj
khu	ADP
sibala	nn
,	punct
enywe	pron
mweng'ene	
nibo	pron
namanya	v
ne	conj
khuliinda	v
.	punct
sikila	conj
limanyikha	adj
ne	con
buliindi	nn
buno	det
bubwoni	nn
bwenywe	pron
bubalikha	v
khuba	v
bukali	adj
,	punct
niko	det
kakila	
khukhwola	
muukume	v
enywe	pron
.	punct
""""	punct
Kumulimo	nn
kwo	conj
mung'oosi	nn
Babaandu	nn
babili	num
banyala	v
bakeendela	v
alala	nn
ne	conj
bakhafukiilisiane	v
tawe	
ku	
?	
Etalang'i	nn
eulukhumila	v
mu	ADP
musiru	nn
ne	conj
khanyoolile	v
nisio	pron
elia	v
ku	
?	punct
Etalang'i	nn
endoro	adj
enyala	v
yekhuruura	v
mwibina	nn
liayo	pro
ne	conj
khaambile	v
siindu	nn
tawe	adv
ku	adv
?	punct
Enyuni	nn
enyala	v
yaambwa	v
nokhareere	nn
khu	ADP
lukili	nn
nisio	pron
yenya	v
khulia	v
tawe	adv
ku	adv
?	punct
Kumureko	nn
kunyala	v
kwatekukha	v
sisiindu	nn
ne	conj
sikhetililekho	v
ku	adv
?	punct
Ekhoombi	nn
eye	conj
liie	nn
enyala	v
yapa	v
mu	ADP
lukoba	nn
mala	conj
babaandu	nn
baloba	v
khwesiindukha	v
ku	adv
?	punct
Butinyu	nn
bunyala	v
bwakwa	v
mu	adp
lukoba	nn
Wele	nn
Omunyali	nn
Owa	conj
bioosi	adj
nakhabunyile	v
tawe	adv
ku	adv
?	punct
Omwami	nn
WELE	nn
se	pron
akholanga	v
sisiindu	nn
siosi	adv
siosi	adv
nakhabuuliile	v
lirekekha	n
liewe	pron
khu	ADP
bakholi	nn
ne	conj
bang'oosi	nn
bewe	pron
tawe	adv
.	punct
Etalang'i	nn
ne	conj
ulukhuma	v
,	punct
naanu	prom
okhareenga	v
tawe	adv
?	punct
Omwami	nn
WELE	nnn
ne	conj
alomaloma	v
,	punct
naanu	pro
onyala	v
alekha	v
khuboola	v
burume	nn
bwewe	pron
?	punct
Libuna	nn
liayo	pron
Samaria	nn
Boolela	v
boosi	adv
bamenyila	v
mu	ADP
machipi	nn
kakila	v
Misiri	nn
ne	conj
Ashitoti	nn
oli	con
,	punct
""""	punct
Yebuusia	v
alala	adv
mu	ADP
ngulu	nn
chichabotookhelela	v
Samaria	nn
mubone	v
likoyaana	nn
likali	adj
,	punct
ne	conj
kamabi	adj
kakekholekhamo	v
.	punct
""""	punct
Wele	nn
Omunyali	adj
Owa	conj
bioosi	adv
alomaloma	v
ali	conj
,	punct
""""	punct
babaandu	nn
bano	det
bechusia	nn
chinju	nn
chabwe	pron
bibiindu	nn
bibianuulwa	v
ne	conj
kamaani	nn
mu	ADP
siayuumba	adj
.	punct
Ne	conj
se	pron
bali	conj
babeyikinwa	v
tawe	adv
.	punct
Khwako	det
Omwami	nn
WELE	nn
alomaloma	v
ali	det
,	punct
omusiku	nn
alabotookhelela	v
sibala	nn
siabwe	pron
,	punct
onake	v
buliindi	nn
bwabe	pron
ne	conj
khutechula	v
chinju	nn
chabwe	pron
.	punct
""""	punct
Wele	nn
Omunyali	adj
Owa	conj
bioosi	adv
aloa	v
ali	v
,	punct
""""	punct
Nga	conj
omwaayi	nn
ne	conj
areesia	v
bileenge	nn
bibili	num
biong'ene	adv
namwe	conj
liiru	nn
liewe	pron
likheese	nn
nilio	pron
Etalang'i	nn
eliile	v
,	punct
kaliba	v
kario	adv
khu	ADP
bakhaone	v
mu	ADP
Samaria	nn
baliba	pron
batiiti	adj
ne	conj
luno	adv
balikho	pro
bauluukhila	v
khu	ADP
bitaanda	nn
bilayi	adj
.	punct
Omwami	nn
WELE	nn
Wele	nn
Wele	nn
banamae	nn
alomaloma	v
ali	conj
,	punct
""""	punct
Luno	adv
rekereesia	v
,	punct
lundi	conj
kaambila	v
be	adp
lisaaye	nn
liayo	pron
Yakobo	nn
	
endaalo	nn
niyo	pron
khaukuumile	v
babaandu	nn
babaandu	nn
Isiraeli	nn
khulwe	conj
bubwoni	nn
bwabwe	pron
,	punct
ndonaka	v
alutare	nn
eya	conj
Beteli	nn
.	punct
Chinjika	nn
cha	conj
buli	adv
alutare	nn
chilatechulwa	v
.	punct
ndonaka	v
chinju	nn
che	ADP
siise	nn
sie	conj
kumunaane	adj
ne	conj
chinju	nn
che	conj
siise	nn
sie	con
simiiyu	adj
.	punct
Chinju	nn
nicho	pron
bombakhila	v
kimisaanga	nn
chilonakhwa	v
,	punct
buli	nn
enju	nn
emboofu	adj
elonakwa	v
.	punct
""""	punct
Rekereesia	v
kano	det 
,	punct
enywe	pron
bakhasi	nn
Basamaria	mm
,	punct
muunera	adj
nga	conj
chikhaafu	nn
cha	conj
Basiani	nn
chiliisibwa	v
bulayi	adj
,	punct
musukiasukia	nn
bataambi	adj
,	punct
mupia	v
siibi	nn
bamanani	adj
,	punct
ne	conj
khuyingilila	v
baseecha	nn
benywe	pron
bamuelesie	v
kamalwa	nn
!	punct
Nga	conj
Omwami	nn
WELE	nn
ne	conj
ali	v
Omutakatifu	nn
,	punct
asuubisia	v
ali	v
,	punct
""""	punct
Chindaalo	nn
chilicha	v
nicho	pron
balimukhururira	v
asi	adj
ne	conj
kilobo	nn
,	punct
buli	det 
mulala	pron
khwinywe	pron
aliba	v
nga	conj
eng'eeni	nn
khu	ADP
mulobo	nn
,	punct
balimukhuruura	v
bamuyile	v
a	adp
lisiisi	nn
lilikho	v
sibaanga	nn
mala	conj
bamumwaate	v
enje	nn
.	punct
""""	punct
Isiraeli	nn
sitanya	adj
murwe	nn
Cha	conj
Beteli	nn
mukhole	v
bubwoni	nn
;	punct
""""	punct
Khemuche	v
kilikali	nn
mutase	v
bubwoni	nn
bwenywe	pron
lukali	adv
!	punct
Reera	v
chimbosio	nn
chenywe	pron
buli	det 
kumutikhinyi	nn
,	punct
lundi	conj
buli	pron
enyuma	adv
WELE	nn
chindaalo	nn
chitaru	num
,	punct
Reera	v
sitonyi	nn
sienywe	pron
khulwe	conj
khu	ADP
khupila	v
Wele	nn
orio	nn
,	punct
mala	conj
mwifumie	v
nga	conj
mureera	v
chi	
saka	nn
chengelu	adj
!	punct
Kano	det 
niko	pron
mwasiima	v
khukhola	v
.	punct
Naba	conj 
ese	pron
owareera	v
enjala	n
mungoba	nn
chenywe	pron
choosi	adv
,	punct
ne	conj
se	adv
mwangobolela	v
tawe	adv
.	punct
Nabisia	v
efula	nn
siise	nn
nisio	pron
biakhulia	nn
bienywe	pron
biakienyela	v
lukali	adv
.	punct
Nareera	v
efula	nn
khu	ADP
lukoba	nn
lulala	num
ne	conj
khu	ADP
lundi	conj
tawe	adv
.	punct
Efula	nn
yakwa	v
mu	ADP
mukuunda	nn
mulala	num
ne	conj
kukuundi	pron
kwoma	v
.	punct
babaandu	nn
khukhwama	adp
mungoba	nn
chingali	adj
,	punct
baulila	v
bulesia	nn
lundi	conj
baba	v
batekhele	adj
,	punct
benya	v
kameechi	nn
ne	conj
se	pron
bakanyoola	v
tawe	adv
,	punct
matiiti	adj
niko	pron
banyoola	v
se	adv
kaboola	v
tawe	adv
.	punct
Ne	conj
kakhaba	v
kario	v
se	pron
mwangobolela	v
tawe	adv
.	punct
Nareera	v
siimiyu	nn
khulasia	v
biakhulia	nn
bienywe	pron
.	punct
Chisike	nn
chalia	v
bimelwa	nn
mu	ADP
mikuunda	nn
kienywe	pron
kioosi	adv
,	punct
kimisabibu	nn
,	punct
kimituli	nn
,	punct
ne	conj
kimiseituni	nn
.	punct
Ne	conj
kakhaba	v
kario	v
se	adv
mwangobolela	v
tawe	adv
.	punct
""""	punct
Nareera	v
bulwaale	nn
khwinywe	pron
nga	conj
bubwaba	v
khu	ADP
Bamisiri	nn
.	punct
Neerera	v
basoleeli	nn
benywe	pron
mwiie	nn
ne	conj
khu	ADP
bukula	v
chifarasi	nn
chenywe	pron
.	punct
Nechusia	v
bubolo	adj
bwenywe	pron
bafu	nn
bukali	adj
mu	ADP
chikambi	nn
chenywe	pron
.	punct
Ne	conj
kakhaba	v
kario	v
se	adv
mwangobolela	v
tawe	adv
.	punct
""""	punct
Wele	nn
Omunyali	nn
Owa	conj
Bioosi	adv
aloma	v
ali	conj
,	punct
""""	punct
Nabunia	v
balala	pron
mwinywe	pron
nga	conj
Sodomu	nn
ne	conj
Komora	nn
.	punct
Babaona	v
mwinywe	pron
baba	v
nga	conj
lukhu	nn
lurusibwa	adj
mu	ADP
mulilo	nn
ne	ADP
lukhaamba	adj
tawe	adv
.	punct
Ne	conj
kakhaba	v
kario	v
se	pron
mwangobolela	v
tawe	adv
,	punct
nio	conj
kario	det 
baandu	nn
ba	conj
Isiraeli	nn
,	punct
ndabaukuuma	v
enywe	pron
.	punct
Sikila	conj
nja	pro
khukhola	v
kario	v
,	punct
iyirekekhera	v
likhalaka	nn
liase	pron
!	punct
""""	punct
Wele	nn
niye	pron
owabaang'ana	v
bikulu	nn
ne	conj
khuungu	nn
.	punct
Akholanga	v
lilienya	nn
liewe	pron
limanyikhana	v
khu	ADP
baandu	nn
,	punct
akaluukhasia	v
kumuusi	nn
kwekhola	v
siilo	nn
.	punct
Akeendelanga	v
angaaki	adj
Wele	nn
sibala	nn
.	punct
Lino	det 
nilio	pron
lisina	nn
liewe	pron
:	pron
Wele	nn
Omunyali	adj
Owa	conj
Bioosi	adv
,	punct
Wele	nn
Omunyali	adj
Owa	conj
Bioosi	adv
!	punct
Kumulaango	nn
kukwenya	v
liliekanila	v
Baandu	nn
ba	conj
Isiraeli	nn
,	punct
Rekereesia	v
kumwenya	nn
kwekhola	conj
kamasika	nn
nikwo	pron
nja	v
khu	ADP
mwimbila	v
kuno	det 
;	punct
Isiraeli	nn
nga	conj
omukhaana	nn
owe	conj
yabwaba	v
,	punct
afwiile	v
,	punct
salamukha	v
lundi	conj
tawe	adv
.	punct
Bamwanjuukhe	v
asi	adj
,	punct
ne	conj
se	adv
aliio	pron
omwinyosia	v
tawe	adv
.	punct
Omwami	nn
WELE	nn
aloma	v
ali	conj
,	conj
""""	conj
Banamae	nn
eelefu	num
barumwa	nn
enje	adj
ne	conj
lukoba	nn
luuli	v
mu	adp
Isiraeli	nn
,ne	conj
bakobola	v
emia	num
bong'ene	adj
,	punct
luluundi	pron
luruma	v
emia	num
,	punct
ne	conj
bakobola	v
likhumi	num
bong'ene	adj
.	punct
""""	punct
Wele	nn
Omunyali	adj
Owa	adp
Bioosi	adv
aboolela	v
babaandu	nn
ba	conj
Isiraeli	nn
ali	conj
,	punct
""""	punct
Yiicha	v
niio	adv
ndi	pron
,	punct
mala	conj
mumenye	v
.	punct
Mukhacha	v
Beerisheba	nn
khusaaya	v
tawe	adv
.	punct
Mukhakhaka	v
khu	adp
khumbiima	v
e	adp
Beteli	nn
tawe	adv
,	punct
Beteli	nn
lulabuna	v
.	punct
Mukhacha	v
e	adp
Kilikali	nn
tawe	adv
,	punct
babaandu	nn
balwo	pron
bacha	v
khuyilwa	v
mu	adp
mbaambe	v
.	punct
""""	punct
Kobolela	v
Wele	nn
Omunyali	adj
Owa	adp
Bioosi	adv
mala	conj
mumenye	v
.	punct
Nga	conj
tawe	adv
,	punct
alioosia	v
babaandu	nn
be	adp
nju	nn
eya	adp
Isiraeli	nn
,	punct
kumulilo	nn
kulioosia	v
babaandu	nn
ba	adp
Beteli	nn
,	punct
ne	conj
sakhabeo	 v
onyala	v
akusimia	v
tawe	adv
.	punct
Enywe	pron
mwabunile	v
,	punct
mukaluukhasia	v
bung'ali	nn
bwe	adp
babaandu	nn
,	punct
ne	conj
khulekha	v
khubakholela	v
bung'ali	nn
!	punct
Wele	nn
Omunyali	adj
Owa	adp
Bioosi	adv
sbuumba	v
sulwe	nn
ne	conj
ching'enieesi	nn
chichiindi	adv
,	punct
akaluukhasia	v
sisiilima	nn
sibala	nn
buwaanga	nn
,	punct
ne	conj
kumuusi	nn
kuba	adp
siilo	nn
.	punct
Alanga	v
kameechi	nn
ke	adp
nyanja	nn
,	punct
mala	conj
akachukha	v
khu	adp
sibala	nn
.	punct
lisina	nn
liewe	pron
basoi	nn
Wele	nn
Omunyali	adj
Owa	conj
Bioosi	adv
.	punct
Areranga	v
libuna	nn
khu	adp
be	adp
kamaani	adj
,	punct
ne	conj
khu	adp
khwikiicha	v
bukhali	v
bung'ali	nn
tawe	adv
,	punct
khwako	det
Sikila	nn
mupia	v
bataambi	nn
siibi	adj
,	punct
ne	conj
khubanuula	v
biakhulia	nn
biabwe	pron
.	punct
Nono	conj
se	adv
mulamenya	v
mu	adp
chinju	nn
chindayi	adj
che	adp
kamabaale	nn
nicho	pron
mwombakha	v
tawe	adv
,	punct
ne	conj
se	adv
mulanywa	v
endali	nn
khukhwama	pron
khu	adp
miseituni	nn
kimilayi	adj
nikio	pron
mubiaala	v
tawe	adv
.	punct
Sikila	nn
manyile	pron
bumayaanu	nn
ne	conj
bubwoni	nn
bwenywe	pron
bukali	adj
,	punct
mupia	v
baluungi	adj
siibi	nn
ne	conj
khulia	v
asoya	nn
,	punct
lundi	conj
mukhiingilila	v
bataambi	nn
khunyoola	v
bung'ali	nn
mu	adp
koti	nn
.	punct
khwako	conj
omundu	nn
omukesi	adj
alasila	v
siise	nn
sie	conj
bubwoni	nn
esio	det
,	punct
khubela	conj
sili	v
siise	nn
sibi	adj
.	punct
Yiima	v
kamalayi	adj
,	punct
ne	conj
mukhayima	v
kamabi	adj
tawe	adv
,	punct
nio	conj
mumenye	v
bulayi	adj
.	punct
Nio	conj
Omwami	nn
Owe	pron
Banamae	nn
alaba	v
nanywe	pron
,	punct
nga	conj
mwabene	pron
mulomile	v
.	punct
Biila	v
kamabi	adj
mala	conj
musiime	adj
kamalayi	adj
,	punct
mala	conj
mubone	v
muli	conj
bung'ali	nn
bwekholekha	v
mu	adp
koti	nn
.	punct
Wele	nn
Omunyali	adj
Owa	conj
Bioosi	adv
,	punct
Wele	nn
Wele	nn
bunyali	adj
alaba	v
ne	conj
siisa	nn
khu	adp
baandu	nn
be	conj
lisaaye	nn
lia	conj
Yosefu	nn
basiili	v
balamu	adj
.	punct
Lundi	conj
Nono	pron
Wele	nn
Omunyali	adj
Owa	conj
Bioosi	adv
aloma	v
ali	conj
,	punct
""""	punct
Khukhwisasaara	v
ne	conj
khusooma	v
khulwe	adp
bubeeleli	adv
khulaba	v
khu	adp
chingila	nn
che	conj
lukoba	nn
