WORD	SPEECH TAG
emia	
ndala	
ne	
likhumi	
.	
Asiikhwa	
mu	
maloba	
kewe	
omwene	
e	
Timunati	
sera	
mu	
sibala	
sie	
lukulu	
lwa	
efuraimu	
ebunaswa	
we	
sikulu	
sia	
kaashi	
.	
Eselukho	
eyo	
yoosi	
yafwa	
mala	
eselukho	
eyaloondakho	
yebilila	
niko	
Wele	
Omunyali	
owa	
Bioosi	
aaba	
ne	
akholeele	
isiraeli	
Baisiraeli	
baloba	
khusaaya	
Wele	
Omunyali	
owa	
Bioosi	
Mala	
Baisiraeli	
bakhola	
bumayaanu	
khu	
Wele	
Omunyali	
owa	
Bioosi	
nga	
barakikha	
khusaaya	
Baali	
.	
Baloba	
khusaaya	
Wele	
Omunyali	
owa	
Bioosi	
,	
Wele	
we	
bakuuka	
babwe	
,	
Wele	
owabarusia	
e	
Misiri	
.	
Baisiraeli	
barakikha	
khusaaya	
bawele	
babaandi	
,	
bawele	
be	
babaandu	
ba	
baba	
siimbi	
.	
Babasikamila	
mala	
baambia	
Wele	
Omunyali	
Owa	
Bioosi	
lirima	
.	
Baloba	
khusaaya	
Wele	
Omunyali	
Owa	
Bioosi	
mala	
bakholela 	
ba	
Baali	
ne	
Ashiroteti	
.	
Nio	
Wele	
Omunyali	
Owa	
Bioosi	
aba	
omurafu	
lukali	
khu	
Baisiraeli	
.	
Alekha	
banuuli	
babebwaakala	
mala	
babanuula	
kimiaandu	
.	
Alekhuula	
basiku	
ba	
baba	
siimbi	
babakhila	
kamaani	
mala	
Baisiraeli	
sera	
banyala	
khukhweliinda	
lundi	
tawe 	
.	
Buli	
lwosi	
nga	
ne	
bachichaanga	
mwiie	
,	
Wele	
Omunyali	
Owa	
Bioosi	
se 	
abechanga	
lubeka	
lwabwe	
tawe	
,	
bulayi	
bwene	
nga	
aaba	
ne	
aboolile	
.	
Baba	
mu	
butinyu	
bukali	
Nio	
,	
Wele	
Omunyali	
Owa	
Bioosi	
aelesia	
Baisiraeli	
babemeelesi	
ba	
babaonia	
khukhwama	
khu	
banuuli	
.	
Ne	
kakhali	
Baisiraeli	
se	
baulila	
ke	
babemeelesi	
babwe	
tawe	
.	
se	
baba	
bang	
""""	
ali	
khu	
Wele	
Omunyali	
Owa	
Bioosi	
tawe	
,	
mala	
basaaya	
bawele	
babaandi	
.	
Bakuuka	
baabwe	
baba	
baria	
kamalaka	
.	
ka	
Wele	
Omunyali	
Owa	
Bioosi	
.	
Ne	
kakhali	
lisaaye	
lie	
Bakuuka	
bano	
lialekha	
khuria	
kamalaka	
.	
Buli	
lwosi	
nga	
Wele	
Omunyali	
Owa	
Bioosi	
aechanga	
Baisiraeli	
omwimeelesi	
amuyetaanga	
mala	
abaonia	
khukhwama	
khu	
basiku	
babwe	
mu	
bulamu	
bwo	
omwimeelesi	
oyo	
bwoosi	
.	
Wele	
Omunyali	
Owa	
Bioosi	
aabakholelanga	
siisa	
mu	
buchumi	
bwabwe	
ne	
mu	
minaanio	
.	
Ne	
buli	
lwosi	
omwimeelesi	
ne	
afwile	
,	
babaandu	
bakaluukhananga	
bakobola	
khungila	
chikhale	
ne	
khusikamila	
bawele	
babaandi	
mala	
baloba	
khulekha	
chingila	
chabwe	
chikhiikha	
.	
Wele	
Omunyali	
Owa	
Bioosi	
aambwa	
lirima	
khu	
Baisiraeli	
.	
Aaloma	
ali	
,	
""""	
Ekholo	
yino	
yafunaake	
endakaano	
niyo	
nalaka	
Bakuuka	
baabwe	
baliinde	
.	
Se	
bandiire	
ese	
tawe	
.	
Se	
ndaoona	
lundi	
chikholo	
chichaba	
ne	
chisili	
mu	
sibala	
nga	
Yoshua	
ne	
akhafwa	
,	
chiruremo	
tawe	
Ndachirumikhira	
khukela	
Baisiraeli	
ndole	
baloonda	
chingila	
chase	
nga	
Bakuuka	
baabwe	
ne	
bakhola	
namwe	
tawe	
,	
""""	
Nio	
Wele	
Omunyali	
Owa	
Bioosi	
alekha	
chikholo	
echo	
chisikale	
mu	
sibala	
omwo	
.	
Se	
akhola	
Yoshua	
abaula	
tawe	
,	
namwe	
se	
abaoona	
khaangu	
baruramo	
enyuma	
we 	
lifwa	
lia 	
Yoshua	
tawe	
.	
