WORD	POS
eye 	ADP
paapa 	NN
wabwe	PRON
. 	PUNCT
bakuuka 	NN
befwe	PRON
.	PUNCT
""" "	PUNCT
13	NUM
Kano 	PRON
kali 	ADP
kamalaka 	NN
niko 	DET
Wele 	NN
5	NUM
Musa 	NN
alaka 	V
babaandu 	NN
Baisiraeli	NN
Omunyali 	ADJ
Owa 	ADP
Bioosi 	DET
aelesia 	V
Baisiraeli	NN
. 	PUNCT
li 	ADP
khuloondekhana 	ADP
ne 	ADP
lomo 	NN
eya 	ADP
Wele 	NN
Aabaelesia 	V
khubirira 	V
khu 	ADP
Musa 	NN
khu 	ADP
sia 	ADP
Omunyali 	ADJ
Owa 	ADP
Bioosi	DET
. 	PUNCT
Aaloma 	V
Ali	DET
, 	PUNCT
""""	PUNCT
Nilio 	DET
ngalaamwe 	
sia 	ADP
Moabu 	NN
embi 	ADV
ne 	DET
luluuchi 	NN
ekholo 	NN
eya 	ADP
Yosefu 	NN
elomile 	V
lia 	ADP
ng'ali	ADJ
. 	PUNCT
Iwa 	ADP
Yoritani 	NN
e 	ADP
Yeriko	NN
. 	PUNCT
LIMANYISIA 	V
Sitabu 	NN
sie 	ADP
Likhebulila 	NN
silimo 	V
kamakhuwa 	NN
kamakali 	ADJ
niko 	DET
Musa 	NN
aaboolela 	V
babaandu 	NN
ba 	DET
Isiraeli	NN
. 	PUNCT
Aababoolela 	V
kano 	DET
ne 	ADP
bali 	V
mu 	ADP
sibala 	NN
sia 	ADP
Moabu 	NN
niio 	ADV
bemela 	V
ne 	ADV
bamalile 	V
lukeendo 	NN
luleeyi 	ADJ
Iwe 	ADP
mu 	ADP
sichiimi	NN
. 	PUNCT
Baba 	PRON
bali 	V
siimbi 	ADV
khukhwingila 	V
ne  	CONJ
khumenya	V
mu 	PREP
Kanaani	NN
. 	PUNCT
sasi 	
s 	
Biloondakho 	NN
bino 	DET
bili 	V
bilalakho 	DET
khu 	ADP
biindu 	NN
bie 	ADP
bifuno 	NN
biboofu 	ADJ
bibiaandikwa 	V
mu 	PREP
sitabu 	NN
sie 	ADP
Likhebulila	NN
: 	PUNCT
(	PUNCT
1	NUM
) 	PUNCT
Musa 	NN
akhebulila 	V
bikholwa 	NN
biboofu 	ADJ
bie 	ADP
kimiiko 	NN
kamakhumi 	NN
kane 	NN
kikia 	DET
bira	V
. 	NUM
Ekoonjelela 	V
babaandu 	NN
bakhebulile 	V
nga 	ADV
Wele 	NN
ne 	V
abareerire 	V
mala 	CONJ
ababisia 	V
mu 	ADP
sichiimi	NN
. 	PUNCT
Ababoolela 	V
babe 	V
bariani 	ADJ
nende 	CONJ
be 	ADP
busiime 	ADJ
khu 	ADP
Wele	NN
. 	PUNCT
(	PUNCT
2	NUM
) 	PUNCT
Musa 	NN
elamo 	V
kamalaka 	NN
likhumi 	NN
ne 	CONJ
aloma 	V
lukali 	ADJ
khu 	ADP
sifuno 	NN
sie 	ADP
lilaka 	NN
lie 	ADP
khunyoa	ADJ
. 	PUNCT
Ano 	ADV
alaanga 	V
babaandu 	NN
berusilie 	V
elala 	ADV
khu 	ADP
Wele 	NN
Omunyali 	ADJ
Owa 	ADP
Bioosi 	DET
yeng'ene	ADJ
. 	PUNCT
Nio 	DET
elamo 	V
kamalaka 	NN
kakabukhaane 	ADJ
kakhoyeele 	ADJ
kabe 	V
kamekisio 	NN
ke 	ADP
bulamu 	NN
bwe 	ADP
Baisiraeli 	NN
mu 	PREP
sibala 	NN
sie 	ADP
lisuubisia	NN
. 	PUNCT
(	PUNCT
3	NUM
) 	PUNCT
Musa 	NN
akhebusia 	V
babaandu 	NN
sifuno 	NN
sie 	ADP
Ndakaano 	NN
eya 	ADP
Wele 	NN
ne 	CONJ
nabo	PRON
. 	PUNCT
Lundi 	ADV
abalanga 	V
bakhole 	V
buyaakha 	ADJ
lilieyama 	NN
liabwe 	PRON
khu 	ADP
lisuubisia 	NN
lie 	ADP
Ndakaano	NN
. 	PUNCT
(	PUNCT
4	NUM
) 	PUNCT
Yoshua 	NN
aebwa 	V
bunyali 	NN
nga 	ADV
omwimeelesi 	NN
oloondakho 	ADJ
owe 	ADP
babaandu 	NN
ba 	ADP
Wele	NN
. 	PUNCT
Musa 	NN
emba 	V
kumwenya 	NN
kwe 	ADP
khufumia 	V
bubweyikinwa 	ADV
bwa 	AP
Wele 	NN
ne 	ADP
khu 	ADP
saba 	V
ekhabi 	NN
endayi 	ADJ
khu 	ADP
kholo 	NN
cha 	ADP
Isiraeli	NN
. 	PUNCT
Enyuma 	ADP
Wako	PRON
, 	PUNCT
Musa 	NN
afwila 	V
mu 	ADP
Moabu	NN
, 	PUNCT
sibala 	NN
siili 	DET
ebukwe 	NN
we 	ADP
luluuchi 	NN
lwa 	ADP
Yoritani	NN
. 	PUNCT
one 	
Likhuwa 	NN
liboofu 	ADJ
lie 	ADP
sitabu 	NN
sino 	DET
lili 	V
bali 	V
Wele 	NN
aonisie 	V
lundi 	ADV
abiitile 	V
chikhabi 	NN
babaandu 	NN
bewe 	PRON
barobore	V
, 	PUNCT
nibo 	DET
asiima	NN
. 	PUNCT
Babaandu 	NN
bewe 	PRON
benyekha 	ADJ
bakhebulile 	V
lino 	DET
mala 	CONJ
bamusiime 	V
ne 	ADP
khu 	ADP
muria	V
. 	PUNCT
Ne 	ADP
bakhola 	V
barrio	DET
, 	PUNCT
bakhanyoole 	V
bulamu 	NN
ne 	CONJ
chikhabi 	NN
chikhawa 	ADJ
tawe	ADV
. 	PUNCT
Lunyilili 	NN
luboofu 	ADJ
mu 	ADP
sitabu 	NN
sino 	DET
lulimo 	ADJ
kamakhuwa 	NN
niko 	DET
Yesu 	NN
alaanga 	V
ali 	DET
lilaka 	NN
liboofu 	ADJ
lukali 	DET
khu 	ADP
malaka 	NN
koosi	DET
: 	PUNCT
""""	PUNCT
Siima 	NN
Wele 	NN
Omunyali 	ADJ
Owa 	ADP
Bioosi 	DET
Wele 	NN
wowo 	PRON
ne 	ADP
kumwoyo 	NN
kwowo 	PRON
kwoosi	DET
, 	PUNCT
ne 	ADP
bulamu 	NN
bwowo 	PRON
bwoosi	DET
, 	PUNCT
ne 	ADP
kamaani 	NN
kowo 	PRON
koosi	DET
.	PUNCT
""" "	PUNCT
Kaalimo	ADJ
mu	ADP
bwimbi 	ADJ
Lililwacha     	NN
lia	ADP
Musa	NN
lie	ADP
khunyoa	ADJ
1.1-4.49 	NUM
Lililwacha     	NN
lia	ADP
Musa	NN
lie	ADP
khabili	ADJ
5.1-26.19 	NUM
Kamalaka  	NN
likhumi	ADJ
5.1-10.22 	NUM
Kamalaka	NN
,	PUNCT
kamekisio	NN
ne 	ADP
likaambila	NN
11.1–26.19 	NUM
Kamalaka	NN
ke	ADP
khukhwingila	V
mu	ADP
Kanaani	NN
27.1-28.68 	NUM
Endakaano   	NN
ekholwa	V
buyaakha	NN
29.1–30.20 	NUM
Kamakhuwa  	NN
ka	ADP
Musa	NN
kamamaliilisi	ADJ
31.1–33.29 	NUM
Lifwa 	V
lia	ADP
Musa	NN
34.1-12 	NUM
Kano	DET
niko 	DET
kamakhuwa 	NN
niko 	DET
Musa 	NN
Tofeli	NN
, 	PUNCT
ne 	CONJ
Labani	NN
, 	PUNCT
ne 	CONJ
Haseroti 	NN
ne 	CONJ
Tisaha 	NN
aboolela 	V
babaandu 	NN
ba 	ADP
Isiraeli 	NN
boosi 	DET
bu 	
lubeka 	NN
luluundi	DET
. 	PUNCT
2	
Luli 	V
lukeendo 	NN
lwe 	ADP
nga 	ADV
ne 	ADP
baba 	V
mu 	ADP
sichiimi 	NN
ebukwe 	NN
we 	ADP
chindaalo 	NN
ekhumi 	NN
na 	CONJ
ndala	NN
, 	PUNCT
khukeenda 	V
luluuchi 	NN
lwa 	ADP
Yoritani	NN
. 	PUNCT
Baba 	V
mu 	ADP
Litooma 	NN
khukhwama 	ADP
khu 	ADP
sikulu 	NN
sia 	ADP
Sinai 	NN
khu 	ADP
la 	
Yoritani 	NN
siimbi 	ADV
Sufu 	NN
akari 	NN
we 	ADP
lukoba 	NN
khwola 	V
Kadeshi-barinea 	NN
khubirira 	V
khu 	ADP
lwa 	ADP
Parani 	NN
lubeka 	NN
lulala	DET
, 	PUNCT
ne 	ADP
chingoba 	NN
cha 	ADP
ngila 	N
eye 	ADP
sibala 	NN
sie 	ADP
bikulu 	NN
sia 	ADP
Edomu	NN
