WORD 	POS
	
NIO 	ADJ
LABANI	NN
NE	CONJ
BETUELI	NN
BAKOBOSIA	V
BALI	DET
,	PUNCT
LIKHUWA	NN
LINO	DET
LIAMILE	V
KHU	ADP
WELE	NN
OMUNYALI	ADJ
WA 	ADP
BIOOSI	ADV
,	PUNCT
SE	PRON
KHUNYALA	V
KHWALOMA	V
KHWIWE	PRON
LIOSI	PRON
LIOSI	ON
TAWE	 
.	PUNCT
	
REBEKA	ADV
ALI	V
EBWEENI	ADP
WOWO,	PRON
MUBUKULE	V
OCHE	V
,	PUNCT
MALA ABE	DET
OMUKHASI	NN
OWO	ADP
OMWANA	NN
OWO	ADP
OMWAMI	NN
WOWO,	PRON
NGA	ADP
WELE	NN
OMUNYALI	ADJ
OWA	ADP
BIOOSI	ADJ
OMWENE	PRON
NE	CONJ
ALOMILE.	V
	
NGA 	O
OMUKHOLI	NN
WA ABURAHAMU	NN
NE	CONJ
AULILA	V
NIKO	PRON
BALOMA	V
ENAMA	V
ASI	ADP
EBWEENI	ADJ
WA	ADP
WELE	NN
OMUNYALI	ADJ
OWA	ADP
BIOOSI	DV
	
.	PUNCT
ARUSIA	V
BIBINDU	NN
BIE	ADP
EFWESA	V
,	PUNCT
ESAHABU	NN
NE	CONJ
CHINUBO	NN
MALA	CONJ
ABIIA	V
REBEKA	NN
.	PUNCT
LUNDI	CONJ
ANYWESIE	V
AELESIA	V
WAANDAYE	NN
OWA	PRON
 REBEKA	NN
NE	CONJ
MAAWE	PRON
,	PUNCT
BIBINDU	NN
BIE	ADP
BUKUSI	NN
BUKALI	ADJ
.	PUNCT
	
NIO NIYE	PRON
NE	CONJ
BAABANDU	NN
NIBO	PRON
ABA	ADJ
NABO	PRON
BALIA	V
NE	CONJ
KHUNYWA	V
MALA	CONJ
BAKONAYO	V
SIILO	ADV
ESIO	DET
.	PUNCT
NGA	ADV
BWASIA	V
BENYOKHA	V
,	PUNCT
UMUKHOLI	NN
KALOMA	V
NDEKHULE	V
NGOBOLE	V
WO	ADP
OMWAMI	NN
WASE.	PRON
	
MAALA	ADV
WANDEYE	NN
OWA RBEKA	NN
NE	CONJ
MAAWE,	NN
BALOMA	V
BALI	DET
,	PUNCT
LEKHA	V
OMUKHANA	NN
AMENYEKHO	V
NAFWEKHU	PRON
SIISE	ADV
,	PUNCT
CHINDALO	NN
EKHUMI	NUM
,	PUNCT
NECHIWELE 	V
 ANYALA	V
AREKUKHA	V
.	PUNCT
	
OMUKHOLI	NN
ABAKOBOSIA	V
ALI,	DET
MUKHANJIKHASIA	V
TAWE	ADJ
,	PUNCT
WELE	NN
OMUNYALI	ADV
WE	ADP
OWA	ADP
BIOOSI	N
AKHOLILE	V
LIKENDO	NN
LWASE LWABELE	PRON
NE	CONJ
BUKHILI.	NN
KHEMUNDEKHULE	V
NGOBOLE	V
WO	ADP
OMWAMI	NN
WASE	PRON
.	PUNCT
	
BAKOBOSIA	V
BALI,	DET
LEKHA	V
KHULANGE	V
OMUKHAANA	NN
OMWENE	PRON
MALAKHUMUUUREBE	V
.	PUNCT
	
BALANGA 	V
REBEKA	NN
MALA BAMUREEBA	V
BALI	CONJ
WENYA	V
NE OMUNDU YINO	NN
?ABAKOBOOSIA	V
,	PUNCT
YEE,	ADV
NDACHANE	V
NAYE	PRON
NIO	CONJ
BAMULEKHULA	V
REBEKA	NN
NE 	CONJ
OMUKESIA	NN
WEWE	PRON
,	PUNCT
OMUKHOLI	NN
OWA	ADP
ABURAHAMU	NN
NE 	CONJ
BABAANDU	NN
BEWE	PRON
.	PUNCT
	
MALA 	DET
BABIITA	V
REBECCA	NN
CHKHABI	NN
NE	CONJ
BABOLA 	V
BAALI	DET
,	PUNCT
MUKOOKO WEFWE	NN
,	PUNCT
OBE 	ADV
MAAYI	NN
WE CHIELEFU	NUM
,	PUNCT
OBE 	ADV
CHIELEFU	NUM
KAMAKHUMI	NUM
.	PUNCT
LISAAYE	NN
LIOWO	PRON
LIULE	
CHINGOBA	NN
CHE	ADV
BASIKU	NN
BALIO	adv
!	XX
	
	
NIO	ADV
REBEKA	NN
NE BAKHOLI	NN
BEWE	PRON
BENYOKHA	V
BANIINA	V
KHU	ADP
NGAMIA	NN
,	PUNCT
BACHA	V
NE	CONJ
OMUKHOLI	NN
OWA	CONJ
ABURAHAMU	NN
.	PUNCT
	
ISAAKA 	NN
ABA	V
ECHILE	V
MUSICHIMI	NN
SISIALAANGWA	ADV
BEERI-LAHAI-ROI	NN
MALA	CONJ
AMENYANGA	V
SIAFUBO	NN
OWA	PRON
KANAANI	NN
.	PUNCT
	
NONO 	ADV
ISAAKA 	NN
ARURA 	V
ACHA	V
MU	ADP
LUKOONGO	NN
EKOLOOBA	ADV
,	PUNCT
KHUKHWIBASIA	V
KAKEEWE	PRON
.	PUNCT
ALOLA	V
,	PUNCT
MALA	CONJ
ABONA	V
CHINGAMIA	NN
CHILIKHO	
CHIICHA	V
.	PUNCT
	
REBEKA	NN
NGA	ADP
ABONA	V
ISAAKA 	NN
,	PUNCT
EKHA	V
KARURA	V
KHU	ADP
NGAMIA	NN
,	PUNCT
MALA 	CONJ
AREEBA	V
OMUKHOLI	NN
OWA	PRON
ABURAHAMU	NN
ALI	DET
,	PUNCT
NAANU	PRON
OLIKHO	V
OKEENDA	V
MU	ADP
LUKOOBA	NN
NE	CONJ
EECHA 	V
OYO	ADV
?	PUNCT
OMUKHOLI	NN
AMUKOBOSIA	V
ALI	CONJ
OMWANA	NN
WASE	PRON
NIYE.	ADV
NYO	
REBEKA	NN
ABUKULA	V
ENETIEFUUMA	NN
MUMONI	NN
.	PUNCT
	
NIO	
UMUKHOLI	NN
OYO	DET
ABOLELA	V
ISAAKA 	NN
BIBINDU	NN
BIOSI	ADV
NIBIO	PRON
ABA	V
NAKHOLILE	V
.	PUNCT
	
NIO,	
ISAAKA 	NN
ENGISIA	ADV
REBEKA	NN
MU	ADP
LIIEMA	NN
NIMWO	ADV
,	PUNCT
MAAYI	NN
WEWE	PRON
AMENYANGA	ADV
,	PUNCT
AMUBUKULA	V
AABA	ADP
OMUKHAASI	NN
WEWE	PRON
MALA	CONJ
AMUUSIMA	ADJ
.	PUNCT
NIO	
ISAAKAAOLLESIBWA	NN
ENYUMA	ADV
WE	ADP
LIFWA	NN
LIA	CONJ
MAAYE	NN
	
LISAAYE	
LIA	NN
ABURAHAMU	ADP
LILINDI	ADV
1 KE CH.132-33	XX
ABURAHAMU	NN
AREERA	V
OMUKHAI	NN
OKUNDILISINA	NN
LIEWE	PRON
BALI	CONJ
KETURA	NN
.	PUNCT
AMUSALILA	V
	
AMUSALILA	
SIMURANI	NN
,	PUNCT
YOISIANI	NN
,	PUNCT
METANI	NN
,	PUNCT
MIDIANI	NN
,	PUNCT
ISIBAKI	NN
NE	CONJ
SIUA	NN
.	PUNCT
	
YOKISIANI	NN
AABA	V
RARAAWE	NN
OWA	ADP
SHEBA	NN
NE	CONJ
DEDAN	NN
.	PUNCT
BAABANA	NN
BA	ADP
DEDAN	NN
BAABA	NN
ASIURIMU	NN
,	PUNCT
LETUSIMU	NN
NE	CONJ
LEUMIMU	NN
.	PUNCT
BA	ADP
OKHWA	PRON
MIDIANI	NN
BAABA	NN
EFA	NN
EFERI	NN
,	PUNCT
HANOKI	NN
,	PUNCT
ABIDA	NN
,	PUNCT
NE	CONJ
ELIDA	NN
.	PUNCT
BANO	PRON
BOOSI	ADV
BAABA	V
BAABANA 	NN
BA	ADP
KETURI	NN
.	PUNCT
	
ABURAHAMU	NN
AELESIA	V
ISAAKA	NN
BIOOSI	ADV
NIBIO	ADP
AABA	V
NABIO	PRON
.	PUNCT
NE	CONJ
BAABANA	NN
BE	ADP
BAKHASI	NN
BEWE	PRON
BABANDI	ADP
NIBO	ADV
AMENYANGA	V
BUSA	ADP
NGA	
BASAALE	NN
,ABAAELESIA	V
BIIANWA	NN
,	PUNCT
MALA	ADP
NE	CONJ
ASILI	DET
OMULAAMU	ADJ
ABARUSIA	V
NIIO	
OMWANA	NN
WEWE	PRON
ISAAKA	NN
AABA	DET
BACHE	V
MUSIBALA	NN
SIE	ADP
BUKWE	NN
.	PUNCT
LIFWA	NN
NE	CONJ
LISIIKHWA	NN
LIA	ADP
ABURAHAMU	NN
CHINO	ADV
NICHO	DET
CHINDAALO	NN
CHE	ADP
KIMIIKO	NN
KIE	ADP
BUKHULU	NN
BWA	ADP
ABURAHAMU	NN
,	PUNCT
EMIA	NUM
ENDALA	NUM
NE	CONJ
KAMAKHUMI	NUM
SABA	NUM
NE	CONJ
KIRAANO	NUM
.	PUNCT
	
ABURAHAMU	NN
AKWISIA	V
KUMWOYO	NN
,	PUNCT
MALA AFWA	V
BULAYI	ADJ
NAKOFULE	NN
.	PUNCT
AFWA	V
ACHA	V
KHU	ADP
BAANDU	NN
BEWE	PRON
.	PUNCT
BASOLELI	NN
BEWE	PRON
ISAAKA	NN
NE	CONJ
ISHIMAELI	NN
BAAMUSIKHA	V
MULIBINA	NN
LIA	ADP
MAKIPELA	NN
EBUKWE	NN
WA	ADP
WE	ADP
MAMURE	N
,	PUNCT
MU	ADP
MALOBA	NN
KA	ADP
EFURONI	NN
OKHWA	PRON
SAORI	NN
OMUHITI	NN
.	PUNCT
AKO	PRON
NIKO	DET
KAABA	V
KAMALOBA	NN
NIKO	DET
ABURAHAMU	NN
KAKULA	V
KHUKHWAMA	ADV
KHU	ADP
BAHITI	NN
.	PUNCT
ABURAHAMU	NN
,	PUNCT
WELE	NN
AELESIA	V
CHIKHABI	NN
ISAAKA	NN
OMWANA	NN
WEWE	PRON
.	PUNCT
LISAYE	NN
LIA	ADP
ISHIMAELI	NN
1	NUM
ke	AD
ch	XX
.	PUNCT
28	NUM
-	
31	NUM
LINO	PRON
NILIO	DET
LISAAYE	NN
LIA	ADP
ISHIMAELI	NN
OKWA	NN
ABURAHAMU	N
,	PUNCT
NIYE	PRON
HAKARI	NN
OMUKHAANA	NN
MUMISIRI	ADJ
,	PUNCT
NASIOBI	NN
OWA	PRON
SARA	NN
,	PUNCT
ASAALA	V
KHU	ADP
ABURAHAMU	NN
,	PUNCT
KHULOONDEKHAANA	ADV
NE	CONJ
LISALWA	NN
LIABWE	PRON
:	PUNCT
NABOATI	NN
,	PUNCT
OMUBELE	NN
WA	ADP
ISHIMAELI	NN
,	PUNCT
KEDARI	NN
,	PUNCT
ATIBEELI	NN
,	PUNCT
MIBUSAMU	ADJ
,	PUNCT
MISHIMA	NN
TUMA	NN
,MASA	NN
,HATATI	NN
,TEMA	NN
,YEMA	NN
,YETURI	NN
,	PUNCT
NAFISI	NN
,	PUNCT
NE	CONJ
KETEMA	NN
.	PUNCT
ABO	PRON
NIBO	ADP
OKHWA	PRON
ISHIMAELI	NN
,	PUNCT
NE	CONJ
AKO	
NIKO	ADV
KAMASINA	NN
KABWE	PRON
KHULONDEKHANA	ADJ
NE	CONJ
VIREEKERE	NN
NENDE	CONJ
ABUUNDU	NN
NIIO	ADV
BAMENYANGA	V
.BABAANA	NN
EKHUMI	NUM
EKHUMI	NUM
	CONJ
BAABILI	NUM
BE	ADP
BUUBWAMI	NN
KHULONDEKHANA	DADV
NE	CONJ
CHIKHOLO	NN
CHSBWE	PRON
.	PUNCT
KINO	DET
NIKO	V
KIMIKO	NN
KIE	ADP
BULAMU	NN
BWA	ADP
ISHIMAEL	NN
,	PUNCT
KIMIIKO	NN
EMIA	NUM
NDALA	NUM
,	PUNCT
NE	CONJ
KAMAKHUMI	NUM
KATARU	NN
NE	CONJ
SABA	NUM
MALA	CONJ
AKWIISIA	V
KUMWOYO	NN
,	PUNCT
AFWA	V
MALA	CONJ
ACHA	V
KHUBANDU	NN
BEWE	PRON
.	PUNCT
LISAYE	NN
LIA	ADP
ISHIMAELLIAMENYA	NN
MUSIBALA	NN
SIIILI	ADV
AKARI	ADJ
OWA	ADP
HABILA	NN
NE	CONJ
SURI	NN
,	PUNCT
SIBALA	NN
SISIALOLELELALANA	ADJ
NE	CONJ
EMISRI	ADJ
LUBEKA	ADP
LWE	ADP
ASHURU	NN
.	PUNCT
BAABA	V
BE	ADP
BUSIKU	NN
BUKALI	ADJ
KHU	ADP
BAWAANDAYE	NN
.	PUNCT
	
LISALWA	NN
LIA	ADP
ESAU	NN
NE	CONJ
YAKOBO	NN
	
LINO	DET
LIILI	ADV
LISAYE	NN
LIA	ADP
ISAAKA	NN
OKWA	PRON
ABURAHAMU	NN
.	PUNCT
ABURAHAMU	NN
ABA	AADV
RAARAWE	PRON
WA	ADP
ISAAKA 	NN
OKHWA	PRON
ABURAHAMU	
ABURAHAMU	N
AABA	V
RARAAWE	ADJ
OWA	ADP
ISAAKA	NN
.	PUNCT
	
ISAAKA	NN
NE	CONJ
ALI	V
BUKHULU	ADP
BWE	ADP
KIMIIKO	N
KAMAKHUMI	NUM
KANE	NUM
,	PUNCT
AREERA	V
REBEKA	NN
NGA	CONJ
OMUKHASI	NN
WEWE	PRON
,OMUKHAANA	NN
OWA	ADP
BETUELI	NN
OMUSIAMI	PRON
WE	ADP
PEDANI	NN
-	PUNCT
ARAMU	NN
,	PUNCT
OMUKOOKO	NN
WA	A
LABANI	NN
OMUSIAMI	ADJ
.	PUNCT
	
NE	CONJ
ISAAKA	NN
ASAABILA	V
OMUKHASI	NN
WEWE	PRON
KHU	ADP
WELE	NN
OMUNYALI	NN
OWA	ADP
BIOOSI	ADV
SIKILA	ADP
ABA	ADP
OMUKUUMBA	V
.	PUNCT
WELE	NN
OMUNYALI	ADJ
WA	ADP
BIOOSI	ADV
AULILA	V
LISABA	NN
LIEWE	PRON
MALA	CONJ
REBEKA	NN
OMUKHAASI	NN
WEWE	PRON
AESIA	V
.	PUNCT
.BABAANA	NN
BAREKANILA	V
MUNDA	NN
MWEWE	PRON
.	PUNCT
REBEKA	NN
ALOMA	V
ALI	DET
,	PUNCT
SIINA 	PRON
SIIKILA	ADV
NE	CONJ
MENYA	NN
?	PUNCT
NIO	ADV
ACHA	V
AREBA	V
WELE	NN
OMUNYALI	ADJ
WA BIOOSI	ADV
.	PUNCT
WELE	NN
OMUNYALI	ADJ
WA BIOOSI	ADV
AMUBOOLELA	V
ALI	DET
,	PUNCT
BIBAALA	NN
BIBILI	NUM
BILI	V
MUNDA	NN
MUNDA	
MWOWO	ADV
,	PUNCT
OKHASALE	V
BABAANDU	NN
BABILI	NUM
MALA	CONJ
BAKHABIILANE	ADJ
,	PUNCT
MULALA	NUM
AKHABE	V
OWE	ADP
KAMANI	ADJ
KHUKHILAKHO	ADJ
OKUNDI	ADV
,	PUNCT
OMUKHUULU	ADJ
AKHAKHOLELE	V
OMUKEEKHE,	ADJ
.	PUNCT
	
NGA	CONJ
SIESE	ADV
SIE	ADP
KHUSALA	V
SIOLA	VV
,	PUNCT
ASAALA	V
BUKHWANA	NN
.	PUNCT
MUKWANA	NN
ASALWA 	V
OMUBESEMU	ADJ
PE	ADV
ABA	PRON
NE	CONJ
KAMASWA	NN
KHUMUBILI	NN
NGA	CONJ
ENGUBO	NN
EYE	ADP
BUFUMBO	ADJ
,	PUNCT
KHWAKO	CONJ
BAMUTWUKHA	V
BALI	ADV
ESAU	NN
.	PUNCT
ENYUMA	ADV
WEWE	PRON
,	PUNCT
MULONGO	NN
ASAALWA	V
NE	CONJ
ATIILILE	V
EKHUKUNYU	NN
EYA	CONJ
ESAU	NN
NIO	ADP
LISINA	NN
LIEWE	PRON
LIABA	ADV
YAKOBO.	NN
NGA	CONJ
REBEKA	NN
NE	CONJ
ABAASALA	V
,	PUNCT
ISAAKA	NN
ABA	V
NE	CONJ
BUKHULU	ADJ
BWE	ADP
KIMIIKO	NN
KAMAKHUMI	NUM
SITA	NUM
.	PUNCT
ESAU	NN
AKUSIA	V
KUMUKABWA	NN
KWE	ADP
BUBELE	NN
BWEWE	PRON
	
NGA	CONJ
BASOLELI	NN
BANO	DET
BACHOA	V
,	PUNCT
ESAU	NN
AABA	V
OMUAAYI	NN
OWAMANYA	V
LUKALI	ADV
BUAAYI,	ADJ
OMUNDU	NN
OWASIIMA	ADJ
LIMENYA	NN
LIENJE	ADJ
,	PUNCT
NE	CONJ
YAKOBO	NN
NE	CONJ
YAAKOBO	NN
ABA	V
OMUNDU	NN
WASILA	ADJ
MALA	CONJ
EKHALANGA	V
MUNGO.	NN
.	PUNCT
ISAAKA	NN
ASIIMA	ADJ
ESAU	NN
,	PUNCT
SIKILA	CONJ
ALICHANGA	V
CHINYAMA	NN
CHE	ADP
MU	ADP
BWAAYI	N
BWEWE	PRON
,NE	CONJ
REBEKA	NN
ASIMA	V
YAKOBO	NN
.	PUNCT
ENDALO	NN
NDALA	NUM
YAKOBO	NN
YABA	V
YAFULUKE	V
SIFULUKO	NN
SIE	ADP
KAMAKANDA	NN
,	PUNCT
ESAU	NN
ALOOTA	V
KHUKWAMA	ADV
MU	ADP
LUKOONGO	NN
,	PUNCT
MALA	CONJ
ENJALA	NN
YABA	V
EMUKHAYILE	V
,	PUNCT
ESAU 	NN
ASABA	V
YAKOBO	NN
