WORD	SPEECH TAG
luluuchi	NN
lwa	ADP
kishoni	NN
lweeya	V
babaandu	NN
ba	ADP
Sisera	NN
.	PUNC
Luluchi	NN
lwe 	ADP
kamaani	NN
,	PUNC
luluuchi	NN
lwa	ADP
kishoni	NN
mwoyo	NN
kwase	DET
,	PUNC
keenda	V
,	PUNC
ne	ADP
bunyindaafu	NN
!	PUNC
Nio	ADP
chifarasi	NN
chapukuta	V
asi 	NN
bikhakhayu	NN
,	PUNC
chapukuta	V
ne	ADP
ndiiri	NN
,	PUNC
ne	CONJ
kamaani	NN
kaacho	ADJ
.	PUNC
""""	PUNC
Laama	V
Merosi	NN
,	PUNC
""""	PUNC
malaika	NN
owa	ADP
Wele	NN
Omunyali	NN
owa	ADP
Bioosi	NN
Laama	V
ne	ADP
burafu	NN
bamenywa	NN
balwo	DET
,	PUNC
sikila	CONJ
se	ADP
beecha	V
baabina	V
Wele	NN
Omunyali	NN
Owa	ADP
Bioosi	NN
tawe	DET
,	PUNC
se	ADP
beecha	V
khuaabina	V
Wele	NN
Omunyali	NN
owa	ADP
Bioosi	NN
khukhwama	ADP
khu	ADP
bekamaani	NN
tawe	DET
.	PUNC
Yaeli	NN
abe	V
ne	ADP
chikhabi	NN
mu	ADP
bakhasi	NN
boosi	ADJ
,	PUNC
mukha	NN
Heberi	NN
omukenayi	ADJ
,	PUNC
owe	ADP
ekhabi	NN
lukali	ADJ
,	PUNC
mu	ADP
bakhasi	NN
bamenyile	V
mu	ADP
maeema	NN
.	PUNC
Sisera	NN
asaba	V
Yaeli	NN
kameechi	NN
mala	ADP
niye	PRON
amua	V
kamabeele	NN
kamabou	ADJ
,	PUNC
khu	ADP
sibuumba	NN
sie	ADP
bubwami	NN
.	PUNC
Yaeli	NN
aamba	V
sichaangi	NN
sie	ADP
liiema	NN
,	PUNC
ne	ADP
kumukhono	NN
kwewe	DET
kumuseecha	ADJ
aamba	V
sikweelo	NN
sie	ADP
bakholi	NN
;	PUNC
apa	V
Sisera	NN
amutubundula	V
kumurwe	NN
,	PUNC
mala	ADP
amuuna	V
amufutula	V
siaanga	NN
Sisera	NN
ayeekha	V
,	PUNC
akwa	V
afwilao	V
.	PUNC
Maayi	NN
owa	ADP
Sisera	NN
alolela	V
mu	ADP
litirisia	NN
,	PUNC
Maayi	NN
owa	ADP
Sisera	NN
alolela	V
mu	ADP
numa	NN
;	PI
""""	PUNC
Sikila	ADJ
siina	ADP
kamakari	NN
kewe	DET
ne	ADP
kakhakola	V
khangu	ADV
tawe	DET
?	PUNC
Sikila	ADJ
siina	ADP
chindiri	NN
che	ADP
chifarasi	NN
chewe	DET
ne	ADP
chiaayiliile	V
khukwola	V
?	PUNC
""""	PUNC
Bakholi	NN
bewe	DET
be	ADP
siikhasi	NN
bakesi	ADJ
bamukobosia	V
,	PUNC
naye	PRON
,	PUNC
omwene	PRON
,	PUNC
ekobosia	V
aliindilila	V
,	PUNC
Banyala	V
baba	V
ne	ADP
balikho	V
bakabana	V
bibiindu	NN
nibio	DET
baambile	V
mu	ADP
mbaambe	NN
,	PUNC
omukhaana	NN
mulala	ADJ
namwe	CONJ
babili	ADJ
khu	ADP
buli	ADP
muundu	NN
.	PUNC
Chingubo	NN
che	ADP
bukusi	NN
bwe	ADP
angaaki	ADJ
khu	ADP
Sisera	NN
,	PUNC
chingubo	NN
che	ADP
kamapala	NN
kang'enang'ena	ADJ
mwikosi	NN
mwakini	NN
Nono	ADP
,	PUNC
bakhoya	V
babuna	V
,	PUNC
basiku	NN
bowo	DET
boosi	ADJ
ee	ADP
Wele	NN
Omunyali	NN
Owa	ADP
Bioosi	NN
!	PUNC
Ne	CONJ
basaale	NN
bowo	DET
bakhoya	V
baaba	V
nga	ADP
enyanga	NN
,	PUNC
ne	CONJ
esoa	V
mu	ADP
maani	NN
kaayo	DET
.	PUNC
Nio	ADP
sibala	NN
siaba	V
ne	ADP
kumuleembe	NN
khu	ADP
miiko	NN
kamakhumi	ADJ
kane	ADJ
.	
