word	pos
Bioosi	adv
.	punct
	
Ne	conj
wikopia	v
Chirupia	nn
,	punct
namwe	conj
siakhu	adp
lia	conj
namwe	conj
sisiindu	nn
sisiindi	adv
siosi	adv
siosi	adv
khu	adp
Khuliinda	v
ekambi	nn
eye	adp
Muisiraeli	nn
Wasio	pro
,	punct
okharaakho	v
bukhala	adj
banamae	nn
ebe	v
emiliiu	nn
Tawe	adv
.	punct
200	num
nyala	v
waraakho	v
bukhala	adj
khu	adp
9	num
""""	punct
Ne	conj
muli	conj
mu	adp
kambi	nn
siise	nn
sie	nn
Liie	conj
,	punct
nibio	pron
wikopia	v
Baakwa	v
,	punct
ne	conj
okhakholela	v
mukhoya	v
mulobe	v
sisiindu	nn
siosi	adv
siosiorio	nn
Omuisiraeli	nn
wasio	pron
Tawe	adv
.	punct
Khola	v
orio	det
sinyala	v
siamukhola	v
enywe	pron
mwaba	v
nio	conj
Wele	nn
Omunyali	adj
Owa	conj
Bioosi	adv
,	punct
Wele	nn
banyaalu	adj
khuloondekhana	adv
ne	conj
Kumwii	nn
-	punct
wowo	pron
akhuelesie	v
ewe	pron
chikhabi	nn
mu	adp
buli	adv
.	punct
10	num
Omundu	nn
omunyaalu	adj
aaba	v
ne	conj
aliio	v
sisiindu	nn
nisio	pron
okhola	v
mu	adp
sibala	nn
nisio	pron
oli	conj
mwinywe	pron
sikila	conj
eroorere	v
ne	conj
ali	conj
mu	adp
khocha	v
Khumenya	v
.	punct
marooro	nn
Siilo	nn
,	punct
akhoya	v
arure	v
enje	adp
we	conj
21	num
“	punct
Ne	conj
wichuba	v
khu	adp
Wele	nn
Omunyali	adj
kambi	nn
akhakobola	v
Tawe	adv
.	punct
11	num
oli	conj
ekolooba	adv
Owa	conj
Bioosi	adv
,	punct
Wele	nn
wowo	pron
khumukholela	v
Esiinge	v
,	punct
mala	conj
oli	v
enyanga	nn
ekwa	v
akobole	v
sisiindu	nn
siosi	adv
Siosi	adv
,	punct
okhalekha	v
khukho	v
mu	adp
Kambi	nn
.	punct
Wiele	nn
la	adp
nisio	pron
wechuba	v
khukhola	v
Tawe	adp
.	punct
Wele	nn
Omunyali	adj
Owa	conj
Bioosi	adv
,	punct
Wele	nn
wowo	pron
alenya	v
kikiindi	adv
kiosi	adv
kiosi	adv
tawe	adv
Alabeelwa	v
,	conj
akha	v
okhole	v
sisiindu	nn
esio	det
sikila	conj
khu	adp
Khwechu	pron
-	punct
khola	v
kimilimo	nn
Tawe	adv
,	punct
khulwe	conj
kumwiiko	nn
Bakhwowo	pron
,	punct
mala	conj
buli	pron
bumayaanu	adj
waaba	v
Mulala	num
,	punct
nio	pron
amenye	v
engo	nn
asangaasie	v
ne	conj
okhakhola	v
nga	conj
wechuba	v
Tawe	adv
.	punct
22	num
Ne	conj
omukhasi	nn
Wewe	pron
.	punct
waaba	v
ne	conj
okhechuba	v
Tawe	adv
,	punct
aba	v
se	adv
Wakho	pron
-	punct
16	num
“	punct
Ne	conj
wikopia	v
omundu	nn
Sisiindu	nn
,	punct
lile	det
bumayaanu	adj
Tawe	adv
.	punct
23	num
Okhoya	pron
okhole	v
okhabukula	v
lususi	nn
lwewe	pron
nilwo	pron
aru	v
nisio	pron
oloma	v
oli	v
okhola	v
sikila	conj
wamwene	pron
mikhirangakho	nn
khusia	v
Tawe	adv
,	punct
sikila	conj
aba	v
wechubile	v
Wele	nn
Omunyali	adj
Owa	conj
Bioosi	adv
,	punct
alikho	v
aruunga	v
bulamu	nn
Bwewe	pron
.	punct
Omundu	nn
Wele	nn
Wowo	pron
.	punct
We	conj
a	adp
anyoolekha	v
ne	conj
eeba	v
Omuisiraeli	nn
wasie	pron
wingila	v
mu	adp
liruuti	nn
lio	adp
wasio	pron
lie	conj
eelukha	v
naye	pron
mala	conj
aamukhola	v
nasioobi	nn
Kimisabibu	nn
,	punct
onyala	v
walia	v
kamatuunda	nn
ke	conj
wewe	pron
namwe	conj
aamukusia	v
mu	adp
Bunasioobi	nn
,	punct
kimisabibu	nn
niko	pron
Wenya	v
.	punct
Ne	conj
okharaakho	v
omundu	nn
oyo	det
akhoya	v
Eerwe	v
.	punct
Mu	adp
ngila	v
yino	det
Host	nn
liosi	adv
mu	adp
ndubi	nn
Tawe	adv
.	punct
25	num
Ne	conj
wingila	v
mularusiao	adp
bumayaanu	adj
akari	adp
Wenywe	pron
.	punct
mu	adp
lusaambu	nn
lwe	conj
biakhulia	nn
lwo	adp
Wasio	pron
,	punct
8	num
""""	punct
Omundu	nn
ne	conj
alwala	v
bulwaale	nn
bwe	conj
enyala	v
walia	v
biakhulia	nn
bioosi	adv
bioosi	adv
nibio	pron
Kamakele	nn
,	punct
akhoya	v
abe	v
omurekeere	nn
onyala	v
wabuta	v
ne	conj
kamakhono	nn
Kowo	pron
,	punct
ne	conj
fu	adj
khukhola	v
bulayi	adj
bwene	pron
nga	conj
basaayi	nn
kakhali	conj
okhabikesakho	v
ne	conj
ngeso	nn
Tawe	adv
.	punct
balawi	nn
ne	conj
Balimwekesia	v
.	punct
Balimweke	v
sia	v
nga	conj
ese	pron
ne	conj
Nabalaka	v
.	punct
	
Khebulila	v
Khulekhana	v
ne	conj
khuyilana	v
lundi	conj
niko	pron
Wele	nn
Omunyali	adj
Owa	conj
Bioosi	adv
,	punct
Wele	nn
""""	punct
Omundu	nn
anyala	v
aakhwa	v
Omu	pron
-	punct
wenywe	pron
akhola	v
Miriamu	nn
nga	conj
ne	conj
mwaba	v
44	num
khasi	adp
mala	conj
enyuma	adp
eulila	v
ali	v
ne	conj
mwama	v
e	adp
Misiri	nn
.	punct
Ole	nn
se	adp
amwenya	pron
Tawe	adp
,	punct
sikila	conj
Amuboone	v
-	punct
10	num
“	punct
Ne	conj
wikopia	v
owasio	pron
Sisiindu	nn
,	punct
okha	adp
mo	adp
kumwiima	nn
nikwo	adp
akhasiima	v
Tawe	adp
.	punct
cha	adp
munju	nn
mwewe	pron
wabukula	v
sisiindu	nn
sie	conj
Akhoya	v
aandike	v
chibarwa	nn
che	conj
Khumu	adp
-	punct
khuambiilila	v
likobi	nn
liewe	pron
Tawe	adp
.	punct
11	num
Lindila	v
Lekha	v
,	punct
amuelesie	v
mala	conj
amuoone	v
arure	v
enje	nn
mala	conj
olekhe	v
omwene	pron
akhureerere	v
mungo	nn
Mwewe	pron
.	punct
2	num
Ne	conj
arurire	v
mungo	nn
Omwo	adp
,	punct
sie	conj
Khuambiilila	v
.	punct
12	num
Aaba	v
ne	conj
ali	v
omu	adp
anyala	v
aacha	v
khuteekha	v
khu	adp
museecha	nn
taambi	nn
okhasibiikha	v
siilo	v
sioosi	adp
Tawe	adp
.	punct
Okundi	adp
.	punct
""""	punct
Omuseecha	nn
owe	conj
khabili	num
oyo	det
yesi	adp
13	num
Mukoboselie	v
buli	v
ekolooba	adj
nio	pron
ebiimbe	v
aliyala	v
alekhe	v
khusiimisibwa	nn
ne	conj
Omu	adp
-	punct
akone	v
liilo	nn
mala	conj
alakhubiita	v
Chikhabi	nn
.	punct
khasi	adp
Oyo	det
.	punct
Yesi	pron
aandike	v
chibarwa	nn
che	conj
Ne	conj
niko	pron
okholile	v
ako	adp
kalaba	v
kamaluungi	adj
Khumulekha	v
,	punct
amuelesie	v
mala	conj
amuoone	v
ebweeni	adp
wa	conj
Wele	nn
Omunyali	adj
Owa	conj
Bioosi	adp
,	punct
irure	v
mungo	nn
Mwewe	pron
.	punct
Namwe	conj
omuseecha	nn
Wele	nn
Wowo	pron
.	punct
wewe	pron
owa	conj
khabili	num
anyala	v
Aafwa	v
.	punct
Omu	adp
-	punct
14	num
“	punct
Okhamiina	v
omukholi	nn
omutaabi	adj
Beecha	v
wewe	pron
owe	conj
khunyoa	v
se	adp
amukobosia	v
lundi	conj
ooli	v
omubanani	nn
mu	adp
khumuelesia	v
lundi	conj
Tawe	adp
,	conj
sikila	conj
omukhasi	nn
oyo	det
abeele	v
kumuruungo	nn
kwewe	pron
Tawe	adp
,	punct
akhaba	v
ne	conj
Omunyaalu	adj
.	punct
Aaba	v
ne	conj
amwiilakho	v
lundi	conj
ali	v
Omuisiraeli	nn
wasio	pron
namwe	conj
omukwa	conj
bulaba	v
bumayaanu	adj
khu	adp
Wele	nn
Omunyali	adj
omenyile	v
mu	adp
lukoba	nn
lulalakho	adp
khu	adp
Owa	conj
Bioosi	adp
.	punct
Mukhareera	v
bumayaanu	adj
ngoba	nn
Chenywe	pron
.	punct
15	num
Buli	v
endaalo	nn
enyanga	nn
buno	det
mu	adp
sibala	nn
nisio	pron
Wele	nn
Omunyali	adj
Owa	conj
ne	conj
siili	pron
khukwa	conj
Tawe	adj
,	punct
muruunge	v
khulwe	adp
Hibosi	nn
,	punct
Wele	nn
wenywe	pron
alikho	v
amuelesia	v
kimilimo	nn
kie	conj
ndaalo	nn
Eyo	det
.	punct
Sikila	conj
ali	conj
omu	adp
Khuuba	v
sisienywe	pron
Tawe	adp
.	punct
taambi	nn
mala	adp
chinganakani	nn
chewe	pron
choosi	adp
chili	v
khu	adp
rupia	nn
Echo	det
.	punct
Khola	v
orio	conj
ne	conj
busa	adp
Kamalaka	nn
kakaukhaane	adp
akhola	v
ario	v
aalilila	v
Wele	nn
Omunyali	adj
Owa	conj
""""	punct
Omundu	nn
ne	conj
ali	conj
no	conj
mukhasi	nn
Omwea	adj
,	punct
Bioosi	adv
mala	conj
ewe	pron
onyoolekhe	v
khuuba	v
khacha	v
Mwiie	nn
,	punct
namwe	conj
akhole	v
kimilimo	nn
Omumayaanu	adj
.	punct
