WORD,SPEECH TAG
Mukhalie,V
Mwikure,ADJ
,
mwombakhe,V
lukali,ADJ
khukhukhila,V
Ewe,PRON
.,PUNCT
Chingoba,NN
cha,ADP
Thinju,NN
chindayi,ADJ
che,ADP
Khumenyamo,V
.,PUNCT
13,NUM
chili,V
Chimbalaayi,ADJ
,
ne,CONJ
kamasiisi,NN
Khaafu,NN
chenywe,PRON
ne,CONJ
Kamakheese,NN
,
efwesa,
kamaleeyi,ADJ
kakaniina,ADJ
mu,ADP
Ngaaki,ADJ
.,PUNCT
2,NUM
Babaa,V
yenywe,PRON
ne,CONJ
Esahabu,NN
,
ne,CONJ
bibiindi,NN
Bioo,PRON
babaandu,NN
abo,DET
bali,V
baleeyi,ADJ
lundi,CONJ
be,ADP
Kamaani,NN
Wele,NN
Wenywe,PRON
,
mwaba,V
ne,CONJ
mu,ADP
aamureera,V
enywe,PRON
mala,CONJ
aamuelesia,V
sibala,NN
muenja,V
ne,CONJ
kumwoyo,NN
kwenywe,PRON
kwoosi,ADJ
siabwe,PRON
khuuba,V
sisienywe,PRON
.,PUNCT
Sili,V
sisienywe,PRON
mukhamunyoole,V
.,PUNCT
30,NUM
Kamakhuwa,NN
kano,DET
khukhwola,V
luno,ADV
.,PUNCT
39,NUM
Manya,V
mala,CONJ
musuu,
ne,CONJ
kamwekholekhakho,V
mala,CONJ
mube,V
mu,ADP
bile,V
endaalo,NN
yino,DET
,
khebulila,V
muli,DET
Wele,NN
butinyu,NN
mu,ADP
biise,NN
ebio,DET
,
muliyuukha,V
khu,ADP
omunyali,NN
Owa,ADP
Bioosi,DET
ali,V
Wele,NN
mwikulu,NN
Wele,NN
Omunyali,ADJ
Owa,ADP
Bioosi,DET
,
Wele,NN
wenywe,PRON
ne,CONJ
khu,ADP
sibala,NN
Wele,NN
okundi,PRON
se,
aliio,DET
tawe,ADV
.,PUNCT
mala,CONJ
mumuulile,V
.,PUNCT
31,NUM
Wele,NN
Omunyali,ADJ
Owa,ADP
40,NUM
Khwako,DET
ria,V
kamalaka,NN
kewe,PRON
koosi,DET
niko,DET
Bioosi,DET
,
Wele,NN
wenywe,PRON
ali,V
owe,ADP
siisa,NN
.,PUNCT
Se,
ndikho,V
muelesia,V
enywe,PRON
endaalo,NN
yino,DET
,
alimulekha,V
enywe,PRON
,
namwe,CONJ
amubunie,V
,
mala,CONJ
mulaba,V
bulayi,ADJ
,
enywe,PRON
ne,CONJ
lisaaye,NN
namwe,CONJ
ebilile,V
endakaano,NN
niyo,V
akhola,V
lienywe,PRON
.,PUNCT
Ne,CONJ
Mukhola,V
Murio,DET
,
mulayindila,V
ne,CONJ
bakuuka,NN
benywe,PRON
tawe,ADV
.,PUNCT
mu,ADP
sibala,NN
nisio,DET
Wele,NN
Omunyali,ADV
Owa,ADP
Bioosi,DET
32,NUM
"""",PUNCT
Yibaasia,V
ke,ADP
biise,NN
bibiabira,V
,
mu,ADDP
biise,NN
si,
,
Wele,NN
wenywe,PRON
alikho,V
amuelesia,V
enywe,PRON
nibio,DET
mwaba,V
ne,CONJ
mukhasaalwa,V
tawe,ADV
.,PUNCT
Lola,V
mindali,NN
na,CONJ
mindali,CONJ
.,PUNCT
"""",PUNCT
Lanais,
enyuma,ADP
khukhwola,V
khu,ADP
biise,NN
nibio,DET
Wele,NN
abaang'anilamo,V
omundu,NN
khu,ADP
sibala,NN
.,PUNCT
Lola,V
Chingoba,NN
che,ADP
khukhwilukhilamo,V
:,PUNCT
buli,DET
abuundu,ADV
khu,ADP
sibala,NN
.,PUNCT
Sisiindu,NN
siosi,DET
che,ADP
bukwe,ADV
we,ADP
luluuchi,NN
lwa,ADP
Yoritani,NN
.,PUNCT
siosi,DET
siboofu,ADJ
nga,CONJ
sino,DET
sisiekholekhakho,V
41,NUM
Nio,V
,
Musa,NN
aara,V
alubeka,ADV
chingoba,NN
chi,
namwe,CONJ
siauliilikhakho,V
ku,
?,PUNCT
33,NUM
Babaa,V
-,
taru,NN
ebukwe,NN
we,ADP
luluuchi,NN
lwa,ADP
Yoritani,NN
.,PUNCT
ndu,
bosi,PRON
bosi,PRON
,
ba,
baamenya,V
enyuma,ADP
se,
mu,ADP
sibala,NN
sino,DET
.,PUNCT
Se,
ndambukha,V
luluuchi,V
mwamubonakho,V
mu,ADP
sifwaanani,NN
siosi,DET
tawe,ADV
.,PUNCT
Ne,CONJ
kakhali,CONJ
enywe,PRON
muli,V
siimbi,ADV
khu,ADP
siosi,DET
tawe,ADV
.,PUNCT
13,NUM
Amuboolela,V
ke,ADP
endakaa,V
-,PUNCT
lwambukha,V
mala,CONJ
mubukule,V
kamaloba,NN
no,CONJ
yewe,PRON
niyo,V
aakhola,V
ne,CONJ
nanywe,PRON
mala,CONJ
kengakha,NN
ako,DET
.,PUNCT
23,NUM
Ba,CONJ
Barekerefu,NN
.,PUNCT
Mukhe,X
aamuboolela,V
khuria,V
kamalaka,NN
kewe,PRON
bilila,V
endakaano,NN
niyo,V
Wele,NN
Omunyali,ADJ
Ekhumi,NN
.,PUNCT
Aakaandika,V
khu,ADP
mabaale,NN
kabili,NN
.,PUNCT
Owa,ADP
Bioosi,DET
,
Wele,NN
wenywe,PRON
akhola,V
ne,CONJ
14,NUM
Wele,NN
Omunyali,ADJ
Owa,ADP
Bioosi,DET
amboolela,V
nanywe,PRON
tawe,AV
.,PUNCT
Mukhakhola,V
murio,DET
mwe,ADP
ese,PRON
mweyikie,V
enywe,PRON
kamalaka,NN
koosi,ADJ
kholela,V
bifwaani,NN
nibio,DET
,
Wele,NN
Omunyali,ADJ
niko,DET
mularia,V
mu,ADP
sibala,NN
nisio,DET
muli,V
siimbi,ADV
Owa,ADP
Bioosi,DET
,
Wele,NN
wenywe,PRON
aamukaania,V
khwingilamo,V
.,PUNCT
Show,
enywe,PRON
tawe,ADV
,
24,NUM
Sikila,CONJ
Wele,NN
Omunyali,ADJ
Owa,ADP
Bioosi,DET
,
Wele,NN
wenywe,PRON
ali,V
ne,CONJ
likhendekha,NN
,
dhe,X
Engaani,NN
khuloondekhana,ADP
ali,V
nga,CONJ
kumulilo,NN
kuburukha,V
.,PUNCT
ne,CONJ
bifwaani,NN
25,NUM
"""",PUNCT
Akhaba,ADJ
enyuma,ADV
we,ADP
khumenya,V
15,NUM
“,PUNCT
Endaalo,NN
niyo,DET
Wele,NN
Omunyali,ADJ
Owa,ADP
mu,ADP
sibala,NN
khulwe,V
siise,NN
sileeyi,ADJ
ne,CONJ
khu,ADP
Bioosi,DET
aalomaloma,V
khwinywe,PRON
khubi,ADV
-,PUNCT
Saala,V
babaana,NN
ne,CONJ
babechukhulu,NN
,
lundi,CONJ
mwasaakhulua,V
,
mukhakhola,V
bubwo,
-,
yesi,PRON
yesi,PRON
oweaana,V
khucha,V
mala,CONJ
abu,
ni,
khulwe,CONJ
khukhwikholela,V
sifwaani,NN
kule,V
babaandu,NN
be,ADP
ekholo,NN
khukhwama,ADP
le,
sisiindu,NN
siosi,PRON
siosi,PRON
tawe,ADV
.,PUNCT
Buno,DET
buli,V
mu,ADP
Nono,DET
ndakhuboolela,V
bung'ali,NN
bwe,CONJ
Kamakhuwa,NN
kano,DET
.,PUNCT
Bubwami,NN
bwa,CONJ
Misiri,NN
ne,CONJ
Ashuru,NN
Lola,V
babaami,NN
babaandi,ADV
bataru,NUM
baliruka,V
sibala,NN
siauliilikhakho,V
Pasha,ADV
.,PUNCT
mala,CONJ
omwami,NN
owe,CONJ
khaane,DET
akhabe,V
omuiinda,NN
khukhila,V
babamuraangirira,V
boosi,ADP
.,PUNCT
ne,CONJ
nga,CONJ
akhabe,V
ne,CONJ
kamaani,NN
Sikila,CONJ
buiinda,ADJ
tawe,ADP
bwewe,PRON
,
akharakikhe,V
khukhwibwaakala,V
bubwami,NN
bwe,CONJ
Bakiriki,NN
.,PUNCT
"""",PUNCT
ne,CONJ
omwami,NN
we,CONJ
kamaani,NN
kamakali,ADJ
aliicha,V
.,PUNCT
Aliamiia,V
ne,CONJ
bunyali,NN
bukali,ADV
ne,CONJ
khukhola,V
niko,PRON
niye,V
enya,V
.,PUNCT
ne,CONJ
akari,ADP
we,CONJ
bunyali,NN
bwe,CONJ
Bubwami,NN
bwewe,PRON
bulikabukhamanamo,V
bitonyi,NN
bine,NUM
.,PUNCT
Babaami,NN
bakali,ADV
be,CONJ
lisaaye,NN
liewe,PRON
balibukula,V
bubweyaangu,NN
bwewe,PRON
ne,CONJ
kakhali,CONJ
se,PRON
baliba,V
ne,CONJ
kamaani,NN
nga,CONJ
kakewe,PRON
tawe,ADP
.,PUNCT
"""",PUNCT
NGA,ADP
EYI,ADP
BASOMI,NN
BABAKELA,V
KAMAREBA,NN
KE,ADP
EKILASI,NN
YA,ADP
MUNANE,ADJ
KCPE,NN
NEBARAKIKHA,V
KHUKHWITUBA,V
MUKILASI,NN
YA,ADP
9,DET
MUBISOMELO,NN
BIE,ADP
KHABILI,DET
ENDALO,NN
YA,ADP
LUNO,DET
,PUNCT
OMUSOMI,NN
MULALA,DET
WABA,V
OMUKHULU,ADJ
LUKALI,DET
MUSISOMELO,NN
SIE,ADP
KHURANGA,DET
SIA,ADP
MUNDERE,NN
MWISASA,NN
LIE,ADP
BUJUMBE,NN
LIA,ADP
BUDALANGI,NN
MUKAUNTI,NN
YA,ADP
BUSIA,NN
WAKELA,V
KAMAREBA,NN
AKO,DET
NEBARAKIKHA,V
KHUNYOLA,V
KAMAKISI,NN
322,DET
ATIBISIE,V
LISUBILA,NN
LIE,ADP
KHUKHWITUBA,V
MUKILASI,NN
YA,ADP
9,DET
KHUKHWAMANANA,CONJ
NEBARAKIKHA,V
BUMANANI,NN
BWE,ADP
LULWIBULO,NN
LWEWE,DET
KHUTAMBA,V
CHIRUPIA,NN
.,PUNCT
NALOMALOMA,V
KHUBANAMAKHWA,NN
NALI,ADP
MUSISOMELO,NN
ESYO,DET
BONFACE,NN
OPIYO,NN
WE,ADP
KIMIKO,ADJ
38,DET
AMAKHUBOLA,V
ALI,ADP
WAKANA,ADP
KAMAKORO,NN
KEWE,DET
KE,ADP
KHUKHWITUBA,V
MUSISOMELO,NN
SIE,ADP
KHABILI,ADJ
SIA,ADP
JOHN,NN
OSOGO,NN
ALALA,CONJ
NEBARAKIKHA,V
MWISOMELO,NN
LIBOFU,ADJ
KACHA,V
KHUFUBA,V
NIBA,ADP
SACHA,V
KHUNYOLA,V
BUYETI,NN
BWE,ADP
CHIRUPIA,NN
CHICHIMELELA,V
KUMURUNGO,NN
KWE,ADP
KAMASOMO,NN
TAWE,ADP
.,PUNCT
NALOMALOMA,V
OMUSOMESIA,NN
OMUKHULU,NN
MUSISOMELO,NN
SIE,ADP
KHURANGA,ADJ
SIA,ADP
MUNDERE,NN
MICHAEL,NN
JUMA,NN
AMAKHUFUMIA,V
BONFACE,NN
NGA,ADP
OMUSOMI,NN
WE,ADP
KIMIMA,NN
